"","place","ward","dist_suffix","dist_nosuffix","pwd","wd","Ward_N","Dist20_N","Region20_N","Dist20_nosuffix","wdr20","wd20","pwd.dist","wd.dist","dist","dist_sum","accept","is.ward","is.district","Dist20_N.b","Region20_N.b","Dist20_nosuffix.b","Ward_N.b","accept.b","accept.c"
"1318","mwakidiga.mwandete.suru","lalago","maswa.dc","maswa","mwakidiga.mwandete.suru-lalago-maswa","lalago-maswa","lalago","maswa.dc","simiyu","maswa","lalago-maswa-simiyu","lalago-maswa",0.472072274703854,0,NA,0.472072274703854,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1319","mwakidiga.mwangongo","lalago","maswa.dc","maswa","mwakidiga.mwangongo-lalago-maswa","lalago-maswa","lalago","maswa.dc","simiyu","maswa","lalago-maswa-simiyu","lalago-maswa",0.444205465587045,0,NA,0.444205465587045,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1320","mwakilalo","nyangokolo","bariadi.dc","bariadi","mwakilalo-nyangokolo-bariadi","nyangokolo-bariadi","nyangokolwa","bariadi.tc","simiyu","bariadi","nyangokolwa-bariadi-simiyu","nyangokolwa-bariadi",0.282356532356532,0.112429767228529,NA,0.394786299585062,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1321","mwakiloba","lutubiga","busega.dc","busega","mwakiloba-lutubiga-busega","lutubiga-busega","lutubiga","busega.dc","simiyu","busega","lutubiga-busega-simiyu","lutubiga-busega",0.339286987522282,0,NA,0.339286987522282,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1322","mwakiroba","rutubiga","busega.dc","busega","mwakiroba-rutubiga-busega","rutubiga-busega","lutubiga","busega.dc","simiyu","busega","lutubiga-busega-simiyu","lutubiga-busega",0.367159090909091,0.0444444444444445,NA,0.411603535353535,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1323","mwakoloba","lamadi","bariadi.dc","bariadi","mwakoloba-lamadi-bariadi","lamadi-bariadi","mwaumatondo","bariadi.dc","simiyu","bariadi","mwaumatondo-bariadi-simiyu","mwaumatondo-bariadi",0.287749287749288,0.198203842940685,NA,0.485953130689973,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","mwakulu","mwakulu","tanganyika.dc","tanganyika","mwakulu-mwakulu-tanganyika","mwakulu-tanganyika","mwera","pangani.dc","tanga","pangani","mwera-pangani-tanga","mwera-pangani",0.312994023520339,0.225071225071225,NA,0.538065248591564,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","mwamabu","dutwa","bariadi.dc","bariadi","mwamabu-dutwa-bariadi","dutwa-bariadi","dutwa","bariadi.dc","simiyu","bariadi","dutwa-bariadi-simiyu","dutwa-bariadi",0.365873015873016,0,NA,0.365873015873016,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1326","mwamagigisi","igalukilo","bariadi.dc","bariadi","mwamagigisi-igalukilo-bariadi","igalukilo-bariadi","maguliwa","iringa.dc","iringa","iringa","maguliwa-iringa-iringa","maguliwa-iringa",0.283204091734037,0.282293523469994,NA,0.565497615204032,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","mwamagigisi","igalukilo","busega.dc","busega","mwamagigisi-igalukilo-busega","igalukilo-busega","igalukilo","busega.dc","simiyu","busega","igalukilo-busega-simiyu","igalukilo-busega",0.297049689440994,0,NA,0.297049689440994,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1328","mwamagisi","chamngasa","busega.dc","busega","mwamagisi-chamngasa-busega","chamngasa-busega","mwamashimba","igunga.dc","tabora","igunga","mwamashimba-igunga-tabora","mwamashimba-igunga",0.236483516483517,0.277777777777778,NA,0.514261294261294,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","mwamagisi","lutubiga","busega.dc","busega","mwamagisi-lutubiga-busega","lutubiga-busega","lutubiga","busega.dc","simiyu","busega","lutubiga-busega-simiyu","lutubiga-busega",0.265805422647528,0,NA,0.265805422647528,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1330","mwamagisi","mwasamba","busega.dc","busega","mwamagisi-mwasamba-busega","mwasamba-busega","mwamashimba","igunga.dc","tabora","igunga","mwamashimba-igunga-tabora","mwamashimba-igunga",0.241666666666667,0.233333333333333,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","mwamaguha","kijima","misungwi.dc","misungwi","mwamaguha-kijima-misungwi","kijima-misungwi","kijima","misungwi.dc","mwanza","misungwi","kijima-misungwi-mwanza","kijima-misungwi",0.257033492822967,0,NA,0.257033492822967,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1332","mwamalandala","lutubiga","busega.dc","busega","mwamalandala-lutubiga-busega","lutubiga-busega","lutubiga","busega.dc","simiyu","busega","lutubiga-busega-simiyu","lutubiga-busega",0.4004329004329,0,NA,0.4004329004329,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1333","mwamalole","lamadi","busega.dc","busega","mwamalole-lamadi-busega","lamadi-busega","lamadi","busega.dc","simiyu","busega","lamadi-busega-simiyu","lamadi-busega",0.354830917874396,0,NA,0.354830917874396,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1334","mwamanyangu","mwalushu","itilima.dc","itilima","mwamanyangu-mwalushu-itilima","mwalushu-itilima","mwalushu","itilima.dc","simiyu","itilima","mwalushu-itilima-simiyu","mwalushu-itilima",0.305464748828593,0,NA,0.305464748828593,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1335","mwamanyili","mwamanyili","busega.dc","busega","mwamanyili-mwamanyili-busega","mwamanyili-busega","mwamanyili","busega.dc","simiyu","busega","mwamanyili-busega-simiyu","mwamanyili-busega",0.182539682539683,0,NA,0.182539682539683,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1336","mwamapalala","mwamapalala","itilima.dc","itilima","mwamapalala-mwamapalala-itilima","mwamapalala-itilima","mwamapalala","itilima.dc","simiyu","itilima","mwamapalala-itilima-simiyu","mwamapalala-itilima",0.235121509315058,0,NA,0.235121509315058,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1337","mwamapalala","mwamaplala","itilima.dc","itilima","mwamapalala-mwamaplala-itilima","mwamaplala-itilima","mwamapalala","itilima.dc","simiyu","itilima","mwamapalala-itilima-simiyu","mwamapalala-itilima",0.227594627594628,0.128654970760234,NA,0.356249598354862,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1338","mwamapuli","mwamapuli","mpimbwe.dc","mpimbwe","mwamapuli-mwamapuli-mpimbwe","mwamapuli-mpimbwe","mwamapuli","mpimbwe.dc","katavi","mpimbwe","mwamapuli-mpimbwe-katavi","mwamapuli-mpimbwe",0.179232804232804,0,NA,0.179232804232804,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1339","mwamashindike","mwabaratulu","maswa.dc","maswa","mwamashindike-mwabaratulu-maswa","mwabaratulu-maswa","mbawala","mtwara.dc","mtwara","mtwara","mbawala-mtwara-mtwara","mbawala-mtwara",0.302264992018313,0.15406162464986,NA,0.456326616668173,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","mwamigagani","mwamapalala","itilima.dc","itilima","mwamigagani-mwamapalala-itilima","mwamapalala-itilima","mwamapalala","itilima.dc","simiyu","itilima","mwamapalala-itilima-simiyu","mwamapalala-itilima",0.225932319200201,0,NA,0.225932319200201,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1341","mwamigani","mwamapalala","itilima.dc","itilima","mwamigani-mwamapalala-itilima","mwamapalala-itilima","mwamapalala","itilima.dc","simiyu","itilima","mwamapalala-itilima-simiyu","mwamapalala-itilima",0.230615461500019,0,NA,0.230615461500019,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1342","mwamigongwa","malili","bariadi.dc","bariadi","mwamigongwa-malili-bariadi","malili-bariadi","sapiwi","bariadi.dc","simiyu","bariadi","sapiwi-bariadi-simiyu","sapiwi-bariadi",0.36959706959707,0.142857142857143,NA,0.512454212454213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","mwamilu","bunamhala","itilima.dc","itilima","mwamilu-bunamhala-itilima","bunamhala-itilima","nyamalapa","itilima.dc","simiyu","itilima","nyamalapa-itilima-simiyu","nyamalapa-itilima",0.315555555555556,0.117647058823529,NA,0.433202614379085,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","mwamkulu","kakese","mpanda.dc","mpanda","mwamkulu-kakese-mpanda","kakese-mpanda","kakese","mpanda.mc","katavi","mpanda","kakese-mpanda-katavi","kakese-mpanda",0.282575757575758,0,NA,0.282575757575758,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1345","mwamkulu","mwamkulu","mapanda.dc","mapanda","mwamkulu-mwamkulu-mapanda","mwamkulu-mapanda","mwamala","kwimba.dc","mwanza","kwimba","mwamala-kwimba-mwanza","mwamala-kwimba",0.251448412698413,0.251352813852814,NA,0.502801226551227,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346","mwamkulu","mwamkulu","mpanda.dc","mpanda","mwamkulu-mwamkulu-mpanda","mwamkulu-mpanda","lumuma","mpwapwa.dc","dodoma","mpwapwa","lumuma-mpwapwa-dodoma","lumuma-mpwapwa",0.29796918767507,0.220923520923521,NA,0.518892708598591,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347","mwamkulu","mwamkulu","nkasi.dc","nkasi","mwamkulu-mwamkulu-nkasi","mwamkulu-nkasi","mkululu","masasi.dc","mtwara","masasi","mkululu-masasi-mtwara","mkululu-masasi",0.238683879348841,0.290476190476191,NA,0.529160069825032,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","mwamkulu","mwamkulu","nsimbo.dc","nsimbo","mwamkulu-mwamkulu-nsimbo","mwamkulu-nsimbo","mwambului","sengerema.dc","mwanza","sengerema","mwambului-sengerema-mwanza","mwambului-sengerema",0.322649572649573,0.231140350877193,NA,0.553789923526766,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","mwamlapa","kasoli","bariadi.dc","bariadi","mwamlapa-kasoli-bariadi","kasoli-bariadi","kasoli","bariadi.dc","simiyu","bariadi","kasoli-bariadi-simiyu","kasoli-bariadi",0.377846790890269,0,NA,0.377846790890269,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1350","mwamloka","nghaya","magu.dc","magu","mwamloka-nghaya-magu","nghaya-magu","ng.haya","magu.dc","mwanza","magu","ng.haya-magu-mwanza","ng.haya-magu",0.320175438596491,0.0277777777777779,NA,0.347953216374269,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1351","mwamnkulu","mwamnkulu","tanganyika.dc","tanganyika","mwamnkulu-mwamnkulu-tanganyika","mwamnkulu-tanganyika","mikangaula","nanyumbu.dc","mtwara","nanyumbu","mikangaula-nanyumbu-mtwara","mikangaula-nanyumbu",0.275213675213675,0.253508771929825,NA,0.5287224471435,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352","mwamondi","dutwa","bariadi.dc","bariadi","mwamondi-dutwa-bariadi","dutwa-bariadi","dutwa","bariadi.dc","simiyu","bariadi","dutwa-bariadi-simiyu","dutwa-bariadi",0.344949494949495,0,NA,0.344949494949495,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1353","mwamtani","sagata","baridi.tc","baridi","mwamtani-sagata-baridi","sagata-baridi","mwaumatondo","bariadi.dc","simiyu","bariadi","mwaumatondo-bariadi-simiyu","mwaumatondo-bariadi",0.255762755762756,0.221935958778064,NA,0.47769871454082,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354","mwamuhu","mwamapalala","itilima.dc","itilima","mwamuhu-mwamapalala-itilima","mwamapalala-itilima","mwamapalala","itilima.dc","simiyu","itilima","mwamapalala-itilima-simiyu","mwamapalala-itilima",0.241351241351241,0,NA,0.241351241351241,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1355","mwamundi","dutwa","bariadi.dc","bariadi","mwamundi-dutwa-bariadi","dutwa-bariadi","dutwa","bariadi.dc","simiyu","bariadi","dutwa-bariadi-simiyu","dutwa-bariadi",0.303409090909091,0,NA,0.303409090909091,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1356","mwamunu","mwamaplala","itilima.dc","itilima","mwamunu-mwamaplala-itilima","mwamaplala-itilima","mwamapalala","itilima.dc","simiyu","itilima","mwamapalala-itilima-simiyu","mwamapalala-itilima",0.247252747252747,0.128654970760234,NA,0.375907718012981,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1357","mwamwapuli","mamba","mpimbwe.dc","mpimbwe","mwamwapuli-mamba-mpimbwe","mamba-mpimbwe","mamba","mpimbwe.dc","katavi","mpimbwe","mamba-mpimbwe-katavi","mamba-mpimbwe",0.284477124183007,0,NA,0.284477124183007,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1358","mwamwapuli","sibwesa","tanganyika.dc","tanganyika","mwamwapuli-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa","mpanda.dc","katavi","mpanda","sibwesa-mpanda-katavi","sibwesa-mpanda",0.278267507850085,0.201058201058201,NA,0.479325708908286,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","mwamwapuli","sibwesa","yanganyika.dc","yanganyika","mwamwapuli-sibwesa-yanganyika","sibwesa-yanganyika","sibwesa","mpanda.dc","katavi","mpanda","sibwesa-mpanda-katavi","sibwesa-mpanda",0.312944718117132,0.201058201058201,NA,0.514002919175333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","mwamwenge","ngasamo","busega.dc","busega","mwamwenge-ngasamo-busega","ngasamo-busega","ngasamo","busega.dc","simiyu","busega","ngasamo-busega-simiyu","ngasamo-busega",0.357142857142857,0,NA,0.357142857142857,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1361","mwanangwa","mabuki","misungwi.dc","misungwi","mwanangwa-mabuki-misungwi","mabuki-misungwi","mabuki","misungwi.dc","mwanza","misungwi","mabuki-misungwi-mwanza","mabuki-misungwi",0.195468975468976,0,NA,0.195468975468976,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1362","mwanangwa","mwanangwa","misasi.dc","misasi","mwanangwa-mwanangwa-misasi","mwanangwa-misasi","mpanyani","masasi.dc","mtwara","masasi","mpanyani-masasi-mtwara","mpanyani-masasi",0.279377485259838,0.13258547008547,NA,0.411962955345308,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363","mwanangwa","mwanangwa","misungwi.dc","misungwi","mwanangwa-mwanangwa-misungwi","mwanangwa-misungwi","mwanga","mwanga.dc","kilimanjaro","mwanga","mwanga-mwanga-kilimanjaro","mwanga-mwanga",0.295238095238095,0.233974358974359,NA,0.529212454212454,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364","mwanavala","imalilosongwe","mbarali.dc","mbarali","mwanavala-imalilosongwe-mbarali","imalilosongwe-mbarali","imalilosongwe","mbarali.dc","mbeya","mbarali","imalilosongwe-mbarali-mbeya","imalilosongwe-mbarali",0.27202807646356,0,NA,0.27202807646356,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1365","mwanavala","rujewa","mbarali.dc","mbarali","mwanavala-rujewa-mbarali","rujewa-mbarali","rujewa","mbarali.dc","mbeya","mbarali","rujewa-mbarali-mbeya","rujewa-mbarali",0.313888888888889,0,NA,0.313888888888889,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1366","mwandama","sapiwi","bariadi.dc","bariadi","mwandama-sapiwi-bariadi","sapiwi-bariadi","sapiwi","bariadi.dc","simiyu","bariadi","sapiwi-bariadi-simiyu","sapiwi-bariadi",0.355624568668047,0,NA,0.355624568668047,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1367","mwandete","basilili","maswa.dc","maswa","mwandete-basilili-maswa","basilili-maswa","busilili","maswa.dc","simiyu","maswa","busilili-maswa-simiyu","busilili-maswa",0.366735679779158,0.0476190476190477,NA,0.414354727398206,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1368","mwandoya","mwandoya","meatu.dc","meatu","mwandoya-mwandoya-meatu","mwandoya-meatu","mwandoya","meatu.dc","simiyu","meatu","mwandoya-meatu-simiyu","mwandoya-meatu",0.219076036211586,0,NA,0.219076036211586,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1369","mwanegele","nyabubinza","maswa.dc","maswa","mwanegele-nyabubinza-maswa","nyabubinza-maswa","nyabubinza","maswa.dc","simiyu","maswa","nyabubinza-maswa-simiyu","nyabubinza-maswa",0.323176018828193,0,NA,0.323176018828193,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1370","mwanemba","mkurwe","momba.dc","momba","mwanemba-mkurwe-momba","mkurwe-momba","mkulwe","momba.dc","songwe","momba","mkulwe-momba-songwe","mkulwe-momba",0.35359231411863,0.0555555555555557,NA,0.409147869674186,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1371","mwangika","lutubiga","busega.dc","busega","mwangika-lutubiga-busega","lutubiga-busega","lutubiga","busega.dc","simiyu","busega","lutubiga-busega-simiyu","lutubiga-busega",0.329842543077837,0,NA,0.329842543077837,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1372","mwangika","rutubiga","busega.dc","busega","mwangika-rutubiga-busega","rutubiga-busega","lutubiga","busega.dc","simiyu","busega","lutubiga-busega-simiyu","lutubiga-busega",0.358270202020202,0.0444444444444445,NA,0.402714646464646,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1373","mwangimu","sakwe","bariadi.dc","bariadi","mwangimu-sakwe-bariadi","sakwe-bariadi","sakwe","bariadi.dc","simiyu","bariadi","sakwe-bariadi-simiyu","sakwe-bariadi",0.313825757575758,0,NA,0.313825757575758,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1374","mwaniko","mondo","misungwi.dc","misungwi","mwaniko-mondo-misungwi","mondo-misungwi","mondo","misungwi.dc","mwanza","misungwi","mondo-misungwi-mwanza","mondo-misungwi",0.296112384347679,0,NA,0.296112384347679,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1375","mwankulu","mwamnkulu","tanganyika.dc","tanganyika","mwankulu-mwamnkulu-tanganyika","mwamnkulu-tanganyika","mikangaula","nanyumbu.dc","mtwara","nanyumbu","mikangaula-nanyumbu-mtwara","mikangaula-nanyumbu",0.290977222011705,0.253508771929825,NA,0.544485993941529,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376","mwankwaya","banehmi","bariadi.dc","bariadi","mwankwaya-banehmi-bariadi","banehmi-bariadi","mwaubinge","bariadi.dc","simiyu","bariadi","mwaubinge-bariadi-simiyu","mwaubinge-bariadi",0.331339869281046,0.140569561157797,NA,0.471909430438842,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377","mwanula","lyoma","kwimba.dc","kwimba","mwanula-lyoma-kwimba","lyoma-kwimba","lyoma","kwimba.dc","mwanza","kwimba","lyoma-kwimba-mwanza","lyoma-kwimba",0.22234262125903,0,NA,0.22234262125903,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1378","mwanza","igoma","ilemela.dc","ilemela","mwanza-igoma-ilemela","igoma-ilemela","kirumba","ilemela.mc","mwanza","ilemela","kirumba-ilemela-mwanza","kirumba-ilemela",0.300505050505051,0.14017094017094,NA,0.440675990675991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379","mwanza.machinjioni","mwanza.machinjioni","mwanza.machinjioni.dc","mwanza.machinjioni","mwanza.machinjioni-mwanza.machinjioni-mwanza.machinjioni","mwanza.machinjioni-mwanza.machinjioni","mwanga.kaskazini","kigoma.municipal.ujiji","kigoma","kigoma.municipal.ujiji","mwanga.kaskazini-kigoma.municipal.ujiji-kigoma","mwanga.kaskazini-kigoma.municipal.ujiji",0.325752039946414,0.312774312774313,NA,0.638526352720726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380","mwanzo.mgumu","nkung.ungu","chunya.dc","chunya","mwanzo.mgumu-nkung.ungu-chunya","nkung.ungu-chunya","nkungulu","magu.dc","mwanza","magu","nkungulu-magu-mwanza","nkungulu-magu",0.324074074074074,0.244686685863157,NA,0.568760759937231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381","mwanzoya","itubukilo","bariadi.dc","bariadi","mwanzoya-itubukilo-bariadi","itubukilo-bariadi","mwitikira","bahi.dc","dodoma","bahi","mwitikira-bahi-dodoma","mwitikira-bahi",0.332570207570208,0.249681690858161,NA,0.582251898428369,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382","mwasagala","misasi","misungwi.dc","misungwi","mwasagala-misasi-misungwi","misasi-misungwi","masasi","misungwi.dc","mwanza","misungwi","masasi-misungwi-mwanza","masasi-misungwi",0.221945773524721,0.187301587301587,NA,0.409247360826308,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1383","mwasamba","lamadi","busega.dc","busega","mwasamba-lamadi-busega","lamadi-busega","lamadi","busega.dc","simiyu","busega","lamadi-busega-simiyu","lamadi-busega",0.292992424242424,0,NA,0.292992424242424,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1384","mwasamba","lutibiga","busega.dc","busega","mwasamba-lutibiga-busega","lutibiga-busega","lutubiga","busega.dc","simiyu","busega","lutubiga-busega-simiyu","lutubiga-busega",0.329842543077837,0.0682539682539683,NA,0.398096511331806,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1385","mwasamba","lutubiga","busega.dc","busega","mwasamba-lutubiga-busega","lutubiga-busega","lutubiga","busega.dc","simiyu","busega","lutubiga-busega-simiyu","lutubiga-busega",0.329842543077837,0,NA,0.329842543077837,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1386","mwasamba","mwasamba","busega.dc","busega","mwasamba-mwasamba-busega","mwasamba-busega","masaba","butiama.dc","mara","butiama","masaba-butiama-mara","masaba-butiama",0.267909356725146,0.206349206349206,NA,0.474258563074353,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","mwashepi","nhkunguru","magu.dc","magu","mwashepi-nhkunguru-magu","nhkunguru-magu","nkungulu","magu.dc","mwanza","magu","nkungulu-magu-mwanza","nkungulu-magu",0.343719806763285,0.0732600732600733,NA,0.416979880023358,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1388","mwashepi","nkunguru","magu.dc","magu","mwashepi-nkunguru-magu","nkunguru-magu","nkungulu","magu.dc","mwanza","magu","nkungulu-magu-mwanza","nkungulu-magu",0.333838383838384,0.0512820512820513,NA,0.385120435120435,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1389","mwashuli","nhobora","itilima.dc","itilima","mwashuli-nhobora-itilima","nhobora-itilima","nhobora","itilima.dc","simiyu","itilima","nhobora-itilima-simiyu","nhobora-itilima",0.32003862150921,0,NA,0.32003862150921,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1390","mwasiabo","mwamapalala","itilima.dc","itilima","mwasiabo-mwamapalala-itilima","mwamapalala-itilima","mwamapalala","itilima.dc","simiyu","itilima","mwamapalala-itilima-simiyu","mwamapalala-itilima",0.236346986346986,0,NA,0.236346986346986,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1391","mwaya","mwaya","ulanga.dc","ulanga","mwaya-mwaya-ulanga","mwaya-ulanga","mwaya","ulanga.dc","morogoro","ulanga","mwaya-ulanga-morogoro","mwaya-ulanga",0.268518518518518,0,NA,0.268518518518518,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1392","mwaya.nyumbani","mwaya","ulanga.dc","ulanga","mwaya.nyumbani-mwaya-ulanga","mwaya-ulanga","mwaya","ulanga.dc","morogoro","ulanga","mwaya-ulanga-morogoro","mwaya-ulanga",0.376746710080043,0,NA,0.376746710080043,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1393","mwaya.nyumbani.na.wengine.mnada.wa.lukande","kata.ya.mwaya.na.kata.ya.lukande","ulanga.dc","ulanga","mwaya.nyumbani.na.wengine.mnada.wa.lukande-kata.ya.mwaya.na.kata.ya.lukande-ulanga","kata.ya.mwaya.na.kata.ya.lukande-ulanga","mwananyamala","kinondoni.mc","dar.es.salaam","kinondoni","mwananyamala-kinondoni-dar.es.salaam","mwananyamala-kinondoni",0.38360433604336,0.43012543012543,NA,0.813729766168791,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394","mwembeni","malinyi","malinyi.dc","malinyi","mwembeni-malinyi-malinyi","malinyi-malinyi","malinyi","malinyi.dc","morogoro","malinyi","malinyi-malinyi-morogoro","malinyi-malinyi",0.331699346405229,0,NA,0.331699346405229,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1395","mwembeni.nyumbani","malinyi","malinyi.dc","malinyi","mwembeni.nyumbani-malinyi-malinyi","malinyi-malinyi","malinyi","malinyi.dc","morogoro","malinyi","malinyi-malinyi-morogoro","malinyi-malinyi",0.439078282828283,0,NA,0.439078282828283,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1396","mwena","mwena","masasi.dc","masasi","mwena-mwena-masasi","mwena-masasi","mwena","masasi.dc","mtwara","masasi","mwena-masasi-mtwara","mwena-masasi",0.183418615984406,0,NA,0.183418615984406,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1397","mwene","mbuga","ulanga.dc","ulanga","mwene-mbuga-ulanga","mbuga-ulanga","mbuga","ulanga.dc","morogoro","ulanga","mbuga-ulanga-morogoro","mbuga-ulanga",0.328042328042328,0,NA,0.328042328042328,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1398","mwenge","mwengemtapika","masasi.dc","masasi","mwenge-mwengemtapika-masasi","mwengemtapika-masasi","mwenge.mtapika","masasi.tc","mtwara","masasi","mwenge.mtapika-masasi-mtwara","mwenge.mtapika-masasi",0.239217572550906,0.0158730158730158,NA,0.255090588423922,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1399","mwengemtapika","mwengemtapika","masasi.dc","masasi","mwengemtapika-mwengemtapika-masasi","mwengemtapika-masasi","mwenge.mtapika","masasi.tc","mtwara","masasi","mwenge.mtapika-masasi-mtwara","mwenge.mtapika-masasi",0.159933204050851,0.0158730158730158,NA,0.175806219923867,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1400","mweniemba","mkuru","momba.dc","momba","mweniemba-mkuru-momba","mkuru-momba","bukumi","musoma.dc","mara","musoma","bukumi-musoma-mara","bukumi-musoma",0.273015873015873,0.2002072002072,NA,0.473223073223073,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","mwese","mwese","tanganyika.dc","tanganyika","mwese-mwese-tanganyika","mwese-tanganyika","mkwese","manyoni.dc","singida","manyoni","mkwese-manyoni-singida","mkwese-manyoni",0.265151515151515,0.205898268398268,NA,0.471049783549784,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","mweyo","mwaniko","misungwi.dc","misungwi","mweyo-mwaniko-misungwi","mwaniko-misungwi","mwaniko","misungwi.dc","mwanza","misungwi","mwaniko-misungwi-mwanza","mwaniko-misungwi",0.252548366964843,0,NA,0.252548366964843,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1403","mwiji","mtanila","chunya.dc","chunya","mwiji-mtanila-chunya","mtanila-chunya","mtanila","chunya.dc","mbeya","chunya","mtanila-chunya-mbeya","mtanila-chunya",0.289583333333333,0,NA,0.289583333333333,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1404","mwiji","mwiji","chunya.dc","chunya","mwiji-mwiji-chunya","mwiji-chunya","mwisi","igunga.dc","tabora","igunga","mwisi-igunga-tabora","mwisi-igunga",0.37270955165692,0.222222222222222,NA,0.594931773879142,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","mwitambu","malya","kwimba.dc","kwimba","mwitambu-malya-kwimba","malya-kwimba","malya","kwimba.dc","mwanza","kwimba","malya-kwimba-mwanza","malya-kwimba",0.246579991645781,0,NA,0.246579991645781,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
