"ET_ID","Region_Nam","District_N","Ward_Name","region","district","ward"
2828,"Manyara","Babati","Arri","manyara","babati","arri"
2829,"Manyara","Babati","Dareda","manyara","babati","dareda"
2830,"Manyara","Babati","Dabil","manyara","babati","dabil"
2831,"Manyara","Babati","Ufana","manyara","babati","ufana"
2832,"Manyara","Babati","Bashneti","manyara","babati","bashneti"
2833,"Manyara","Babati","Madunga","manyara","babati","madunga"
2834,"Manyara","Babati","Kiru","manyara","babati","kiru"
2835,"Manyara","Babati","Magugu","manyara","babati","magugu"
2836,"Manyara","Hanang","Balagidalalu","manyara","hanang","balagidalalu"
2837,"Manyara","Hanang","Gehandu","manyara","hanang","gehandu"
2838,"Manyara","Hanang","Laghanga","manyara","hanang","laghanga"
2839,"Manyara","Hanang","Getanuwas","manyara","hanang","getanuwas"
2840,"Manyara","Hanang","Hirbadaw","manyara","hanang","hirbadaw"
2841,"Manyara","Hanang","Bassodesh","manyara","hanang","bassodesh"
2842,"Manyara","Hanang","Bassotu","manyara","hanang","bassotu"
2843,"Manyara","Hanang","Gendabi","manyara","hanang","gendabi"
2844,"Manyara","Hanang","Mogitu","manyara","hanang","mogitu"
2845,"Manyara","Hanang","Giting","manyara","hanang","giting"
2846,"Manyara","Hanang","Masakta","manyara","hanang","masakta"
2847,"Manyara","Hanang","Masqaroda","manyara","hanang","masqaroda"
2848,"Manyara","Hanang","Endasak","manyara","hanang","endasak"
2849,"Manyara","Hanang","Gidahababieg","manyara","hanang","gidahababieg"
2850,"Manyara","Hanang","Maskron","manyara","hanang","maskron"
2851,"Manyara","Hanang","Hidet","manyara","hanang","hidet"
2852,"Manyara","Hanang","Simbay","manyara","hanang","simbay"
2853,"Manyara","Hanang","Sirop","manyara","hanang","sirop"
2854,"Manyara","Hanang","Gisambalang","manyara","hanang","gisambalang"
2855,"Manyara","Hanang","Nangwa","manyara","hanang","nangwa"
2856,"Manyara","Hanang","Katesh","manyara","hanang","katesh"
2857,"Manyara","Hanang","Ganana","manyara","hanang","ganana"
2858,"Manyara","Hanang","Dirma","manyara","hanang","dirma"
2859,"Manyara","Hanang","Lalaji","manyara","hanang","lalaji"
2860,"Manyara","Hanang","Endasiwold","manyara","hanang","endasiwold"
2861,"Manyara","Mbulu","Daudi","manyara","mbulu","daudi"
2862,"Manyara","Mbulu","Bargish","manyara","mbulu","bargish"
2863,"Manyara","Mbulu","Gehandu","manyara","mbulu","gehandu"
2864,"Manyara","Mbulu","Kainam","manyara","mbulu","kainam"
2865,"Manyara","Mbulu","Murray","manyara","mbulu","murray"
2866,"Manyara","Mbulu","Ayamaami","manyara","mbulu","ayamaami"
2867,"Manyara","Mbulu","Uhuru","manyara","mbulu","uhuru"
2868,"Manyara","Mbulu","Tlawi","manyara","mbulu","tlawi"
2869,"Manyara","Mbulu","Bashay","manyara","mbulu","bashay"
2870,"Manyara","Mbulu","Dongobesh","manyara","mbulu","dongobesh"
2871,"Manyara","Mbulu","Tumati","manyara","mbulu","tumati"
2872,"Manyara","Mbulu","Maretadu","manyara","mbulu","maretadu"
2873,"Manyara","Mbulu","Maghang","manyara","mbulu","maghang"
2874,"Manyara","Mbulu","Haydom","manyara","mbulu","haydom"
2875,"Manyara","Mbulu","Yaeda Chini","manyara","mbulu","yaeda.chini"
2876,"Manyara","Mbulu","Masieda","manyara","mbulu","masieda"
2877,"Manyara","Mbulu","Marang","manyara","mbulu","marang"
2878,"Manyara","Mbulu","Gunyoda","manyara","mbulu","gunyoda"
2879,"Manyara","Mbulu","Nahasey","manyara","mbulu","nahasey"
2880,"Manyara","Mbulu","Endamilay","manyara","mbulu","endamilay"
2881,"Manyara","Mbulu","Yaeda Ampa","manyara","mbulu","yaeda.ampa"
2882,"Manyara","Mbulu","Masqaroda","manyara","mbulu","masqaroda"
2883,"Manyara","Mbulu","Nambisi","manyara","mbulu","nambisi"
2884,"Manyara","Mbulu","Dinamu","manyara","mbulu","dinamu"
2885,"Manyara","Mbulu","Ayamohe","manyara","mbulu","ayamohe"
2886,"Manyara","Mbulu","Sanu Baray","manyara","mbulu","sanu.baray"
2887,"Manyara","Mbulu","Imboru","manyara","mbulu","imboru"
2888,"Manyara","Mbulu","Endagikot","manyara","mbulu","endagikot"
2889,"Manyara","Mbulu","Geterer","manyara","mbulu","geterer"
2890,"Manyara","Mbulu","Hayderer","manyara","mbulu","hayderer"
2891,"Manyara","Mbulu","Eshkesh","manyara","mbulu","eshkesh"
2892,"Manyara","Mbulu","Gidihim","manyara","mbulu","gidihim"
2893,"Manyara","Simanjiro","Orkesmet","manyara","simanjiro","orkesmet"
2894,"Manyara","Simanjiro","Loiborsiret","manyara","simanjiro","loiborsiret"
2895,"Manyara","Simanjiro","Emboreet","manyara","simanjiro","emboreet"
2896,"Manyara","Simanjiro","Terrat","manyara","simanjiro","terrat"
2897,"Manyara","Simanjiro","Oljoro  No. 5","manyara","simanjiro","oljoro.no.5"
2898,"Manyara","Simanjiro","Shambarai","manyara","simanjiro","shambarai"
2899,"Manyara","Simanjiro","Mererani","manyara","simanjiro","mererani"
2900,"Manyara","Simanjiro","Msitu wa Tembo","manyara","simanjiro","msitu.wa.tembo"
2901,"Manyara","Simanjiro","Ngorika","manyara","simanjiro","ngorika"
2902,"Manyara","Simanjiro","Liborsoit","manyara","simanjiro","liborsoit"
2903,"Manyara","Simanjiro","Ruvu Remiti","manyara","simanjiro","ruvu.remiti"
2904,"Manyara","Simanjiro","Komolo","manyara","simanjiro","komolo"
2905,"Manyara","Simanjiro","Naisinyai","manyara","simanjiro","naisinyai"
2906,"Manyara","Simanjiro","Endiantu","manyara","simanjiro","endiantu"
2907,"Manyara","Kiteto","Kibaya","manyara","kiteto","kibaya"
2908,"Manyara","Kiteto","Partimbo","manyara","kiteto","partimbo"
2909,"Manyara","Kiteto","Makame","manyara","kiteto","makame"
2910,"Manyara","Kiteto","Ndedo","manyara","kiteto","ndedo"
2911,"Manyara","Kiteto","Kijungu","manyara","kiteto","kijungu"
2912,"Manyara","Kiteto","Lengatei","manyara","kiteto","lengatei"
2913,"Manyara","Kiteto","Sunya","manyara","kiteto","sunya"
2914,"Manyara","Kiteto","Dongo","manyara","kiteto","dongo"
2915,"Manyara","Kiteto","Songambele","manyara","kiteto","songambele"
2916,"Manyara","Kiteto","Dosidosi","manyara","kiteto","dosidosi"
2917,"Manyara","Kiteto","Engusero","manyara","kiteto","engusero"
2918,"Manyara","Kiteto","Matui","manyara","kiteto","matui"
2919,"Manyara","Kiteto","Bwagamoyo","manyara","kiteto","bwagamoyo"
2920,"Manyara","Kiteto","Loolera","manyara","kiteto","loolera"
2921,"Manyara","Kiteto","Magungu","manyara","kiteto","magungu"
2922,"Manyara","Kiteto","Namelock","manyara","kiteto","namelock"
2923,"Manyara","Babati Urban","Babati","manyara","babati.urban","babati"
2924,"Manyara","Babati Urban","Mutuka","manyara","babati.urban","mutuka"
2925,"Manyara","Babati Urban","Nangara","manyara","babati.urban","nangara"
2926,"Manyara","Babati Urban","Singe","manyara","babati.urban","singe"
2927,"Manyara","Babati Urban","Bonga","manyara","babati.urban","bonga"
2928,"Manyara","Babati Urban","Bagara","manyara","babati.urban","bagara"
2929,"Manyara","Babati Urban","Sigino","manyara","babati.urban","sigino"
2930,"Manyara","Babati Urban","Maisaka","manyara","babati.urban","maisaka"
2931,"Njombe","Njombe Urban","Njombe Mjini","njombe","njombe.urban","njombe.mjini"
2932,"Njombe","Njombe Urban","Mjimwema","njombe","njombe.urban","mjimwema"
2933,"Njombe","Njombe Urban","Ramadhani","njombe","njombe.urban","ramadhani"
2934,"Njombe","Njombe Urban","Yakobi","njombe","njombe.urban","yakobi"
2935,"Njombe","Njombe Urban","Kifanya","njombe","njombe.urban","kifanya"
2936,"Njombe","Njombe Urban","Ihanga","njombe","njombe.urban","ihanga"
2937,"Njombe","Njombe Urban","Iwungilo","njombe","njombe.urban","iwungilo"
2938,"Njombe","Njombe Urban","Luponde","njombe","njombe.urban","luponde"
2939,"Njombe","Njombe Urban","Matola","njombe","njombe.urban","matola"
2940,"Njombe","Njombe Urban","Makowo","njombe","njombe.urban","makowo"
2941,"Njombe","Njombe Urban","Lugenge","njombe","njombe.urban","lugenge"
2942,"Njombe","Njombe Urban","Uwemba","njombe","njombe.urban","uwemba"
2943,"Njombe","Njombe Urban","Utalingolo","njombe","njombe.urban","utalingolo"
2944,"Njombe","Wanging'ombe","Saja","njombe","wanging.ombe","saja"
2945,"Njombe","Wanging'ombe","Kijombe","njombe","wanging.ombe","kijombe"
2946,"Njombe","Wanging'ombe","Wanging'ombe","njombe","wanging.ombe","wanging.ombe"
2947,"Njombe","Wanging'ombe","Ilembula","njombe","wanging.ombe","ilembula"
2948,"Njombe","Wanging'ombe","Uhambule","njombe","wanging.ombe","uhambule"
2949,"Njombe","Wanging'ombe","Usuka","njombe","wanging.ombe","usuka"
2950,"Njombe","Wanging'ombe","Igwachanya","njombe","wanging.ombe","igwachanya"
2951,"Njombe","Wanging'ombe","Mdandu","njombe","wanging.ombe","mdandu"
2952,"Njombe","Wanging'ombe","Igima","njombe","wanging.ombe","igima"
2953,"Njombe","Wanging'ombe","Imalinyi","njombe","wanging.ombe","imalinyi"
2954,"Njombe","Wanging'ombe","Ulembwe","njombe","wanging.ombe","ulembwe"
2955,"Njombe","Wanging'ombe","Makoga","njombe","wanging.ombe","makoga"
2956,"Njombe","Wanging'ombe","Kipengere","njombe","wanging.ombe","kipengere"
2957,"Njombe","Wanging'ombe","Igosi","njombe","wanging.ombe","igosi"
2958,"Njombe","Wanging'ombe","Wangama","njombe","wanging.ombe","wangama"
2959,"Njombe","Wanging'ombe","Kidugala","njombe","wanging.ombe","kidugala"
2960,"Njombe","Wanging'ombe","Luduga","njombe","wanging.ombe","luduga"
2961,"Njombe","Makete","Lupalilo","njombe","makete","lupalilo"
2962,"Njombe","Makete","Mang'oto","njombe","makete","mang.oto"
2963,"Njombe","Makete","Iwawa","njombe","makete","iwawa"
2964,"Njombe","Makete","Lupila","njombe","makete","lupila"
2965,"Njombe","Makete","Ukwama","njombe","makete","ukwama"
2966,"Njombe","Makete","Bulongwa","njombe","makete","bulongwa"
2967,"Njombe","Makete","Kipagalo","njombe","makete","kipagalo"
2968,"Njombe","Makete","Iniho","njombe","makete","iniho"
2969,"Njombe","Makete","Ipelele","njombe","makete","ipelele"
2970,"Njombe","Makete","Kigulu","njombe","makete","kigulu"
2971,"Njombe","Makete","Matamba","njombe","makete","matamba"
2972,"Njombe","Makete","Mlondwe","njombe","makete","mlondwe"
2973,"Njombe","Makete","Kitulo","njombe","makete","kitulo"
2974,"Njombe","Makete","Ikuwo","njombe","makete","ikuwo"
2975,"Njombe","Makete","Mfumbi","njombe","makete","mfumbi"
2976,"Njombe","Makete","Ipepo","njombe","makete","ipepo"
2977,"Njombe","Makete","Mbalatse","njombe","makete","mbalatse"
2978,"Njombe","Makete","Tandala","njombe","makete","tandala"
2979,"Njombe","Makete","Luwumbu","njombe","makete","luwumbu"
2980,"Njombe","Makete","Isapulano","njombe","makete","isapulano"
2981,"Njombe","Makete","Kigala","njombe","makete","kigala"
2982,"Njombe","Makete","Itundu","njombe","makete","itundu"
2983,"Njombe","Njombe","Mtwango","njombe","njombe","mtwango"
2984,"Njombe","Njombe","Igongolo","njombe","njombe","igongolo"
2985,"Njombe","Njombe","Kichiwa","njombe","njombe","kichiwa"
2986,"Njombe","Njombe","Ninga","njombe","njombe","ninga"
2987,"Njombe","Njombe","Ikuna","njombe","njombe","ikuna"
2988,"Njombe","Njombe","Kidegembye","njombe","njombe","kidegembye"
2989,"Njombe","Njombe","Matembwe","njombe","njombe","matembwe"
2990,"Njombe","Njombe","Lupembe","njombe","njombe","lupembe"
2991,"Njombe","Njombe","Ikondo","njombe","njombe","ikondo"
2992,"Njombe","Njombe","Mfriga","njombe","njombe","mfriga"
2993,"Njombe","Njombe","Idamba","njombe","njombe","idamba"
2994,"Njombe","Ludewa","Lumbila","njombe","ludewa","lumbila"
2995,"Njombe","Ludewa","Kilondo","njombe","ludewa","kilondo"
2996,"Njombe","Ludewa","Mawengi","njombe","ludewa","mawengi"
2997,"Njombe","Ludewa","Lupanga","njombe","ludewa","lupanga"
2998,"Njombe","Ludewa","Mlangali","njombe","ludewa","mlangali"
2999,"Njombe","Ludewa","Milo","njombe","ludewa","milo"
3000,"Njombe","Ludewa","Lugarawa","njombe","ludewa","lugarawa"
3001,"Njombe","Ludewa","Madope","njombe","ludewa","madope"
3002,"Njombe","Ludewa","Madilu","njombe","ludewa","madilu"
3003,"Njombe","Ludewa","Mundindi","njombe","ludewa","mundindi"
3004,"Njombe","Ludewa","Mavanga","njombe","ludewa","mavanga"
3005,"Njombe","Ludewa","Ibumi","njombe","ludewa","ibumi"
3006,"Njombe","Ludewa","Nkomang'ombe","njombe","ludewa","nkomang.ombe"
3007,"Njombe","Ludewa","Luilo","njombe","ludewa","luilo"
3008,"Njombe","Ludewa","Masasi","njombe","ludewa","masasi"
3009,"Njombe","Ludewa","Manda","njombe","ludewa","manda"
3010,"Njombe","Ludewa","Iwela","njombe","ludewa","iwela"
3011,"Njombe","Ludewa","Lupingu","njombe","ludewa","lupingu"
3012,"Njombe","Ludewa","Ludewa","njombe","ludewa","ludewa"
3013,"Njombe","Ludewa","Ludende","njombe","ludewa","ludende"
3014,"Njombe","Ludewa","Luana","njombe","ludewa","luana"
3015,"Njombe","Ludewa","Makonde","njombe","ludewa","makonde"
3016,"Njombe","Ludewa","Mkongobaki","njombe","ludewa","mkongobaki"
3017,"Njombe","Ludewa","Lifuma","njombe","ludewa","lifuma"
3018,"Njombe","Ludewa","Ruhuhu","njombe","ludewa","ruhuhu"
3019,"Njombe","Makambako Township Authority","Ubena","njombe","makambako.township.authority","ubena"
3020,"Njombe","Makambako Township Authority","Mjimwema","njombe","makambako.township.authority","mjimwema"
3021,"Njombe","Makambako Township Authority","Mlowa","njombe","makambako.township.authority","mlowa"
3022,"Njombe","Makambako Township Authority","Lyamkena","njombe","makambako.township.authority","lyamkena"
3023,"Njombe","Makambako Township Authority","Mwembetogwa","njombe","makambako.township.authority","mwembetogwa"
3024,"Njombe","Makambako Township Authority","Mahongole","njombe","makambako.township.authority","mahongole"
3025,"Njombe","Makambako Township Authority","Kitandililo","njombe","makambako.township.authority","kitandililo"
3026,"Njombe","Makambako Township Authority","Utengule","njombe","makambako.township.authority","utengule"
3027,"Katavi","Mpanda Urban","Kakese","katavi","mpanda.urban","kakese"
3028,"Katavi","Mpanda Urban","Misunkumilo","katavi","mpanda.urban","misunkumilo"
3029,"Katavi","Mpanda Urban","Shanwe","katavi","mpanda.urban","shanwe"
3030,"Katavi","Mpanda Urban","Makanyagio","katavi","mpanda.urban","makanyagio"
3031,"Katavi","Mpanda Urban","Kashaulili","katavi","mpanda.urban","kashaulili"
3032,"Katavi","Mpanda Urban","Mpanda Hotel","katavi","mpanda.urban","mpanda.hotel"
3033,"Katavi","Mpanda Urban","Kawajense","katavi","mpanda.urban","kawajense"
3034,"Katavi","Mpanda Urban","Nsemulwa","katavi","mpanda.urban","nsemulwa"
3035,"Katavi","Mpanda Urban","Ilembo","katavi","mpanda.urban","ilembo"
3036,"Katavi","Mpanda","Mishamo","katavi","mpanda","mishamo"
3037,"Katavi","Mpanda","Mpanda Ndogo","katavi","mpanda","mpanda.ndogo"
3038,"Katavi","Mpanda","Mwese","katavi","mpanda","mwese"
3039,"Katavi","Mpanda","Katuma","katavi","mpanda","katuma"
3040,"Katavi","Mpanda","Kabungu","katavi","mpanda","kabungu"
3041,"Katavi","Mpanda","Sibwesa","katavi","mpanda","sibwesa"
3042,"Katavi","Mpanda","Ikola","katavi","mpanda","ikola"
3043,"Katavi","Mpanda","Karema","katavi","mpanda","karema"
3044,"Katavi","Mpanda","Kapalamsenga","katavi","mpanda","kapalamsenga"
3045,"Katavi","Mlele","Kasokola","katavi","mlele","kasokola"
3046,"Katavi","Mlele","Ugala","katavi","mlele","ugala"
3047,"Katavi","Mlele","Litapunga","katavi","mlele","litapunga"
3048,"Katavi","Mlele","Mtapenda","katavi","mlele","mtapenda"
3049,"Katavi","Mlele","Inyonga","katavi","mlele","inyonga"
3050,"Katavi","Mlele","Ilunde","katavi","mlele","ilunde"
3051,"Katavi","Mlele","Ilela","katavi","mlele","ilela"
3052,"Katavi","Mlele","Utende","katavi","mlele","utende"
3053,"Katavi","Mlele","Mamba","katavi","mlele","mamba"
3054,"Katavi","Mlele","Mbede","katavi","mlele","mbede"
3055,"Katavi","Mlele","Urwira","katavi","mlele","urwira"
3056,"Katavi","Mlele","Nsimbo","katavi","mlele","nsimbo"
3057,"Katavi","Mlele","Magamba","katavi","mlele","magamba"
3058,"Katavi","Mlele","Sitalike","katavi","mlele","sitalike"
3059,"Katavi","Mlele","Usevya","katavi","mlele","usevya"
3060,"Katavi","Mlele","Kibaoni","katavi","mlele","kibaoni"
3061,"Katavi","Mlele","Machimboni","katavi","mlele","machimboni"
3062,"Katavi","Mlele","Kapalala","katavi","mlele","kapalala"
3063,"Katavi","Mlele","Itenka","katavi","mlele","itenka"
3064,"Katavi","Mlele","Ikuba","katavi","mlele","ikuba"
3065,"Katavi","Mlele","Mwamapuli","katavi","mlele","mwamapuli"
3066,"Katavi","Mlele","Majimoto","katavi","mlele","majimoto"
3067,"Katavi","Mlele","Kasansa","katavi","mlele","kasansa"
3068,"Katavi","Mlele","Nsenkwa","katavi","mlele","nsenkwa"
3069,"Simiyu","Bariadi","Nkindwabiye","simiyu","bariadi","nkindwabiye"
3070,"Simiyu","Bariadi","Mwaubinge","simiyu","bariadi","mwaubinge"
3071,"Simiyu","Bariadi","Nkololo","simiyu","bariadi","nkololo"
3072,"Simiyu","Bariadi","Mwaumatondo","simiyu","bariadi","mwaumatondo"
3073,"Simiyu","Bariadi","Madobana","simiyu","bariadi","madobana"
3074,"Simiyu","Bariadi","Nyangokolwa","simiyu","bariadi","nyangokolwa"
3075,"Simiyu","Bariadi","Somanda","simiyu","bariadi","somanda"
3076,"Simiyu","Bariadi","Bunamhala","simiyu","bariadi","bunamhala"
3077,"Simiyu","Bariadi","Sakwe","simiyu","bariadi","sakwe"
3078,"Simiyu","Bariadi","Ngulyati","simiyu","bariadi","ngulyati"
3079,"Simiyu","Bariadi","Mhango","simiyu","bariadi","mhango"
3080,"Simiyu","Bariadi","Kilalo","simiyu","bariadi","kilalo"
3081,"Simiyu","Bariadi","Kasoli","simiyu","bariadi","kasoli"
3082,"Simiyu","Bariadi","Gambosi","simiyu","bariadi","gambosi"
3083,"Simiyu","Bariadi","Guduwi","simiyu","bariadi","guduwi"
3084,"Simiyu","Bariadi","Ikungulyabashashi","simiyu","bariadi","ikungulyabashashi"
3085,"Simiyu","Bariadi","Nyakabindi","simiyu","bariadi","nyakabindi"
3086,"Simiyu","Bariadi","Dutwa","simiyu","bariadi","dutwa"
3087,"Simiyu","Bariadi","Sapiwi","simiyu","bariadi","sapiwi"
3088,"Simiyu","Bariadi","Matongo","simiyu","bariadi","matongo"
3089,"Simiyu","Bariadi","Gilya","simiyu","bariadi","gilya"
3090,"Simiyu","Bariadi","Isanga","simiyu","bariadi","isanga"
3091,"Simiyu","Bariadi","Bariadi","simiyu","bariadi","bariadi"
3092,"Simiyu","Bariadi","Malambo","simiyu","bariadi","malambo"
3093,"Simiyu","Bariadi","Sima","simiyu","bariadi","sima"
3094,"Simiyu","Itilima","Bumera","simiyu","itilima","bumera"
3095,"Simiyu","Itilima","Ikindiro","simiyu","itilima","ikindiro"
3096,"Simiyu","Itilima","Mwamtani","simiyu","itilima","mwamtani"
3097,"Simiyu","Itilima","Sagata","simiyu","itilima","sagata"
3098,"Simiyu","Itilima","Mwaswale","simiyu","itilima","mwaswale"
3099,"Simiyu","Itilima","Nkuyu","simiyu","itilima","nkuyu"
3100,"Simiyu","Itilima","Mhunze","simiyu","itilima","mhunze"
3101,"Simiyu","Itilima","Migato","simiyu","itilima","migato"
3102,"Simiyu","Itilima","Chinamili","simiyu","itilima","chinamili"
3103,"Simiyu","Itilima","Ndolelezi","simiyu","itilima","ndolelezi"
3104,"Simiyu","Itilima","Lagangabilili","simiyu","itilima","lagangabilili"
3105,"Simiyu","Itilima","Budalabujiga","simiyu","itilima","budalabujiga"
3106,"Simiyu","Itilima","Nkoma","simiyu","itilima","nkoma"
3107,"Simiyu","Itilima","Mwalushu","simiyu","itilima","mwalushu"
3108,"Simiyu","Itilima","Mwamapalala","simiyu","itilima","mwamapalala"
3109,"Simiyu","Itilima","Nyamalapa","simiyu","itilima","nyamalapa"
3110,"Simiyu","Itilima","Lugulu","simiyu","itilima","lugulu"
3111,"Simiyu","Itilima","Nhobora","simiyu","itilima","nhobora"
3112,"Simiyu","Itilima","Zagayu","simiyu","itilima","zagayu"
3113,"Simiyu","Itilima","Kinang'weli","simiyu","itilima","kinang.weli"
3114,"Simiyu","Itilima","Mbita","simiyu","itilima","mbita"
3115,"Simiyu","Itilima","Sawida","simiyu","itilima","sawida"
3116,"Simiyu","Meatu","Mwanhuzi","simiyu","meatu","mwanhuzi"
3117,"Simiyu","Meatu","Nkoma","simiyu","meatu","nkoma"
3118,"Simiyu","Meatu","Kimali","simiyu","meatu","kimali"
3119,"Simiyu","Meatu","Mwamishali","simiyu","meatu","mwamishali"
3120,"Simiyu","Meatu","Itinje","simiyu","meatu","itinje"
3121,"Simiyu","Meatu","Kisesa","simiyu","meatu","kisesa"
3122,"Simiyu","Meatu","Mwandoya","simiyu","meatu","mwandoya"
3123,"Simiyu","Meatu","Lingeka","simiyu","meatu","lingeka"
3124,"Simiyu","Meatu","Sakasaka","simiyu","meatu","sakasaka"
3125,"Simiyu","Meatu","Imalaseko","simiyu","meatu","imalaseko"
3126,"Simiyu","Meatu","Mwabuzo","simiyu","meatu","mwabuzo"
3127,"Simiyu","Meatu","Mwamalole","simiyu","meatu","mwamalole"
3128,"Simiyu","Meatu","Mwanjolo","simiyu","meatu","mwanjolo"
3129,"Simiyu","Meatu","Mwabuma","simiyu","meatu","mwabuma"
3130,"Simiyu","Meatu","Mwabusalu","simiyu","meatu","mwabusalu"
3131,"Simiyu","Meatu","Lubiga","simiyu","meatu","lubiga"
3132,"Simiyu","Meatu","Mwamanongu","simiyu","meatu","mwamanongu"
3133,"Simiyu","Meatu","Nghoboko","simiyu","meatu","nghoboko"
3134,"Simiyu","Meatu","Bukundi","simiyu","meatu","bukundi"
3135,"Simiyu","Meatu","Mwasengela","simiyu","meatu","mwasengela"
3136,"Simiyu","Meatu","Mwamanimba","simiyu","meatu","mwamanimba"
3137,"Simiyu","Meatu","Tindabuligi","simiyu","meatu","tindabuligi"
3138,"Simiyu","Meatu","Mwakisandu","simiyu","meatu","mwakisandu"
3139,"Simiyu","Meatu","Mwangundo","simiyu","meatu","mwangundo"
3140,"Simiyu","Meatu","Mwanyahina","simiyu","meatu","mwanyahina"
3141,"Simiyu","Maswa","Ng'wigwa","simiyu","maswa","ng.wigwa"
3142,"Simiyu","Maswa","Nguliguli","simiyu","maswa","nguliguli"
3143,"Simiyu","Maswa","Ipililo","simiyu","maswa","ipililo"
3144,"Simiyu","Maswa","Senani","simiyu","maswa","senani"
3145,"Simiyu","Maswa","Mwamanenge","simiyu","maswa","mwamanenge"
3146,"Simiyu","Maswa","Sukuma","simiyu","maswa","sukuma"
3147,"Simiyu","Maswa","Mpindo","simiyu","maswa","mpindo"
3148,"Simiyu","Maswa","Dakama","simiyu","maswa","dakama"
3149,"Simiyu","Maswa","Lalago","simiyu","maswa","lalago"
3150,"Simiyu","Maswa","Budekwa","simiyu","maswa","budekwa"
3151,"Simiyu","Maswa","Busilili","simiyu","maswa","busilili"
3152,"Simiyu","Maswa","Sengwa","simiyu","maswa","sengwa"
3153,"Simiyu","Maswa","Masela","simiyu","maswa","masela"
3154,"Simiyu","Maswa","Isanga","simiyu","maswa","isanga"
3155,"Simiyu","Maswa","Zanzui","simiyu","maswa","zanzui"
3156,"Simiyu","Maswa","Mwamashimba","simiyu","maswa","mwamashimba"
3157,"Simiyu","Maswa","Buchambi","simiyu","maswa","buchambi"
3158,"Simiyu","Maswa","Kadoto","simiyu","maswa","kadoto"
3159,"Simiyu","Maswa","Shishiyu","simiyu","maswa","shishiyu"
3160,"Simiyu","Maswa","Nyabubinza","simiyu","maswa","nyabubinza"
3161,"Simiyu","Maswa","Mwang'honoli","simiyu","maswa","mwang.honoli"
3162,"Simiyu","Maswa","Kulimi","simiyu","maswa","kulimi"
3163,"Simiyu","Maswa","Malampaka","simiyu","maswa","malampaka"
3164,"Simiyu","Maswa","Badi","simiyu","maswa","badi"
3165,"Simiyu","Maswa","Nyalikungu","simiyu","maswa","nyalikungu"
3166,"Simiyu","Maswa","Binza","simiyu","maswa","binza"
3167,"Simiyu","Busega","Shigala","simiyu","busega","shigala"
3168,"Simiyu","Busega","Badugu","simiyu","busega","badugu"
3169,"Simiyu","Busega","Nyaluhande","simiyu","busega","nyaluhande"
3170,"Simiyu","Busega","Kiloleli","simiyu","busega","kiloleli"
3171,"Simiyu","Busega","Mwamanyili","simiyu","busega","mwamanyili"
3172,"Simiyu","Busega","Kabita","simiyu","busega","kabita"
3173,"Simiyu","Busega","Kalemela","simiyu","busega","kalemela"
3174,"Simiyu","Busega","Lamadi","simiyu","busega","lamadi"
3175,"Simiyu","Busega","Lutubiga","simiyu","busega","lutubiga"
3176,"Simiyu","Busega","Mkula","simiyu","busega","mkula"
3177,"Simiyu","Busega","Ngasamo","simiyu","busega","ngasamo"
3178,"Simiyu","Busega","Malili","simiyu","busega","malili"
3179,"Simiyu","Busega","Igalukilo","simiyu","busega","igalukilo"
3180,"Geita","Geita","Kagu","geita","geita","kagu"
3181,"Geita","Geita","Bugulula","geita","geita","bugulula"
3182,"Geita","Geita","Senga","geita","geita","senga"
3183,"Geita","Geita","Kakubilo","geita","geita","kakubilo"
3184,"Geita","Geita","Nkome","geita","geita","nkome"
3185,"Geita","Geita","Katoma","geita","geita","katoma"
3186,"Geita","Geita","Nzera","geita","geita","nzera"
3187,"Geita","Geita","Lwezera","geita","geita","lwezera"
3188,"Geita","Geita","Kamhanga","geita","geita","kamhanga"
3189,"Geita","Geita","Bugalama","geita","geita","bugalama"
3190,"Geita","Geita","Lubanga","geita","geita","lubanga"
3191,"Geita","Geita","Isulwabutunde","geita","geita","isulwabutunde"
3192,"Geita","Geita","Kasamwa","geita","geita","kasamwa"
3193,"Geita","Geita","Bung'wangoko","geita","geita","bung.wangoko"
3194,"Geita","Geita","Bulela","geita","geita","bulela"
3195,"Geita","Geita","Ihanamilo","geita","geita","ihanamilo"
3196,"Geita","Geita","Nyanguku","geita","geita","nyanguku"
3197,"Geita","Geita","Kamena","geita","geita","kamena"
3198,"Geita","Geita","Nyamalimbe","geita","geita","nyamalimbe"
3199,"Geita","Geita","Bujula","geita","geita","bujula"
3200,"Geita","Geita","Bukoli","geita","geita","bukoli"
3201,"Geita","Geita","Butobela","geita","geita","butobela"
3202,"Geita","Geita","Nyarugusu","geita","geita","nyarugusu"
3203,"Geita","Geita","Nyakamwaga","geita","geita","nyakamwaga"
3204,"Geita","Geita","Lwamgasa","geita","geita","lwamgasa"
3205,"Geita","Geita","Kaseme","geita","geita","kaseme"
3206,"Geita","Geita","Busanda","geita","geita","busanda"
3207,"Geita","Geita","Katoro","geita","geita","katoro"
3208,"Geita","Geita","Nyamigota","geita","geita","nyamigota"
3209,"Geita","Geita","Nyakagomba","geita","geita","nyakagomba"
3210,"Geita","Geita","Nyachiluluma","geita","geita","nyachiluluma"
3211,"Geita","Geita","Bukondo","geita","geita","bukondo"
3212,"Geita","Geita","Chigunga","geita","geita","chigunga"
3213,"Geita","Geita","Mtakuja","geita","geita","mtakuja"
