fid,date,date.end,date.of.interview,date.final,country,region.final,district.final,ward.final,village.final,market.final,market.type,respondent.role,other.market.visited,number.markets.visited,trader,trade.pattern,gps.coordinates.of.the.market.final,unique.row.identifier.uuid.
1160187,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,mbeya,mbarali,utengule.usangu,utengule.usangu,utengule.usangu,1,Mnunuzi,1,4,1,Nanunua mifugo minadani na kuchinja pia nawauzia watu wengine,-8.6723287 33.8661246 1059.787046711892 5.0,19a3009f-e76e-11ec-9416-9440c9ab47f0
1160188,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,mbeya,mbarali,utengule.usangu,utengule.usangu,utengule.usangu,1,Muuzaji,1,3,1,Nanunua mifugo minadani na kuiuza minadani,-8.672179 33.8661066 1047.4543517278507 5.0,13f6a733-e76e-11ec-9416-9440c9ab47f0
1160189,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,mbeya,mbarali,utengule.usangu,utengule.usangu,utengule.usangu,1,Muuzaji,0,0,0,NA,-8.6722415 33.8661686 1051.2027595657855 5.0,1ae520ab-e76e-11ec-9416-9440c9ab47f0
1160190,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,mbeya,mbarali,utengule.usangu,utengule.usangu,utengule.usangu,1,Muuzaji,0,0,0,NA,-8.6721961 33.8661416 1047.3409479493275 5.0,2d2dfa7b-e76e-11ec-9416-9440c9ab47f0
1160191,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,mbeya,mbarali,utengule.usangu,utengule.usangu,utengule.usangu,1,Mnunuzi,0,0,0,NA,-8.6720064 33.8661873 1048.4007592760026 5.0,37b661a0-e76e-11ec-9416-9440c9ab47f0
1160192,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,mbeya,mbarali,utengule.usangu,utengule.usangu,utengule.usangu,1,Mnunuzi,0,0,1,Nanunua mifugo Mnadani na kichinja,-8.672048 33.8661506 1050.697121936828 5.0,275bbc78-e76e-11ec-9416-9440c9ab47f0
1160193,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,mbeya,mbarali,utengule.usangu,utengule.usangu,utengule.usangu,1,Mnunuzi,1,4,1,Nanunua mifugo minadani na kuchinja lakini kama watu watahitaji kununua mzima au kibadilisha natoa,-8.6720188 33.8662019 1052.1619487702847 5.0,1b25a420-e76e-11ec-9416-9440c9ab47f0
1160194,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,mbeya,mbarali,utengule.usangu,utengule.usangu,utengule.usangu,1,Mnunuzi,1,3,1,Nanunua mifugo minadani na kuwauzia wachinjaji na mimi nachinja,-8.6723203 33.8662732 1054.2412601904944 5.0,214128fe-e76e-11ec-9416-9440c9ab47f0
1160215,2022-06-08,2022-06-08,2022-06-08,2022-06-08,6,mtwara,masasi,mwena,chibwini,mwena,1,Mnunuzi,1,2,1,Ninanunua kwa wafugaji na kuwatunza nyimbani na baadae kuchinja,-10.5078964 39.0038989 293.37640380859375 4.931,0b3b2bf8-e76e-11ec-9416-9440c9ab47f0
1160216,2022-06-08,2022-06-08,2022-06-08,2022-06-08,6,mtwara,masasi,mwena,chibwini,mwena,1,Muuzaji,0,0,0,NA,-10.5079163 39.0038817 300.353759765625 4.99,32a2e7a6-e76e-11ec-9416-9440c9ab47f0
1160217,2022-06-08,2022-06-08,2022-06-08,2022-06-08,6,mtwara,masasi,nanganga,mwongozo,nangoo,1,Mnunuzi,1,3,1,"Ninunua kwa wafugaji na mndani, nawatunza nyumbani na baadae niuza au kuchinja",-10.4663748 39.0937394 259.52490234375 4.679,3316ab58-e76e-11ec-9416-9440c9ab47f0
1160218,2022-06-08,2022-06-08,2022-06-08,2022-06-08,6,mtwara,masasi,nanganga,mwongozo,nangoo,1,Muuzaji,0,0,0,NA,-10.466383 39.0937349 255.7723388671875 3.9,13e1094c-e76e-11ec-9416-9440c9ab47f0
1160276,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Muuzaji,1,3,0,NA,-8.0696179 36.8107912 221.5157470703125 4.898,20f62f1e-e76e-11ec-9416-9440c9ab47f0
1160277,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mnunuzi,1,2,0,NA,-8.0695705 36.8107896 219.1256103515625 4.912,2c335173-e76e-11ec-9416-9440c9ab47f0
1160278,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mnunuzi,1,1,0,NA,-8.0695778 36.8107421 222.640625 4.912,15bdfcb3-e76e-11ec-9416-9440c9ab47f0
1160279,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Muuzaji,0,0,0,NA,-8.0694934 36.8107918 219.30126953125 4.873,10a0fa6c-e76e-11ec-9416-9440c9ab47f0
1160280,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Muuzaji,1,5,0,NA,-8.0695315 36.8108152 229.28277587890625 4.873,374153ab-e76e-11ec-9416-9440c9ab47f0
1160281,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mnunuzi,1,3,0,NA,-8.0695304 36.810825 226.6190185546875 3.9,1e93eede-e76e-11ec-9416-9440c9ab47f0
1160282,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Dalali,1,2,0,NA,-8.0696741 36.8109071 218.7926025390625 4.801,1661aa65-e76e-11ec-9416-9440c9ab47f0
1160283,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mnunuzi,1,7,1,Ananunua toka kwa wafugaji na minada midogo kisha uuza kwa wafanyabiashara wengine,-8.0697122 36.8109945 225.495849609375 4.922,31075a5d-e76e-11ec-9416-9440c9ab47f0
1160284,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mnunuzi,1,2,0,NA,-8.0699259 36.8110264 221.4669189453125 3.9,20c429f3-e76e-11ec-9416-9440c9ab47f0
1160285,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mnunuzi,1,4,0,NA,-8.0699917 36.8108328 226.6103515625 4.873,335c2519-e76e-11ec-9416-9440c9ab47f0
1160286,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Muuzaji,1,1,0,NA,-8.0701223 36.8107814 224.439697265625 3.9,36ac9437-e76e-11ec-9416-9440c9ab47f0
1160287,2022-06-07,2022-06-08,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mfugaji,1,2,0,NA,-8.0700759 36.810777 225.7138671875 3.977,1a27edfb-e76e-11ec-9416-9440c9ab47f0
1160356,2022-06-08,2022-06-08,2022-06-08,2022-06-08,6,mtwara,masasi,mwena,chibwini,mwena,1,Muuzaji,0,0,0,NA,-10.5079305 39.0039797 360.9 4.82,17f7ba44-e76e-11ec-9416-9440c9ab47f0
1160357,2022-06-08,2022-06-08,2022-06-08,2022-06-08,6,mtwara,masasi,mwena,chibwini,mwena,1,Muuzaji,0,0,0,NA,-10.5079466 39.0038979 324.7 4.8,2be43426-e76e-11ec-9416-9440c9ab47f0
1160358,2022-06-08,2022-06-08,2022-06-08,2022-06-08,6,mtwara,masasi,nanganga,mwongozo,nangoo,1,Muuzaji na muuzaji,1,1,1,Ananunua mndani nakuja kuuza watu binafsi wanaoenda kufuga na wanaoenda kuchinja na pia wengine anawapeleka kwenye masoko madogo kuuza,-10.4663741 39.0937925 282.5 4.84,14dacc32-e76e-11ec-9416-9440c9ab47f0
1160359,2022-06-08,2022-06-08,2022-06-08,2022-06-08,6,mtwara,masasi,nanganga,mwongozo,nangoo,1,Mnunuzi,0,0,0,NA,-10.4664507 39.0937243 284.1 3.9,13d7c310-e76e-11ec-9416-9440c9ab47f0
1160422,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,mtwara,masasi,mwena,chibwini,mwena,1,Kununua sehemu mbalimbali,0,0,1,Ananunua mbuzi sehemu mbalimbali halafu anachinja na kuuza nyama,-10.5079383 39.0039259 295.5172119140625 4.759,3528d3c4-e837-11ec-9416-9440c9ab47f0
1160423,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,mtwara,masasi,mwena,chibwini,mwena,1,Anafuga na kuuza,0,0,1,Ananunua wanyama anafuga na malisho huuza,-10.5079383 39.0039259 295.5172119140625 4.759,3c7b4c83-e837-11ec-9416-9440c9ab47f0
1160425,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,mtwara,masasi,nanganga,mwongozo,nangoo,1,Mfugaji na muuzaji wa mifugo,1,1,1,Ananunua mbuzi wengi kutoka sehemu mbalimbali na kuuza wakiwa hai pia kuchinja na kuuza nyama,-10.4664621 39.0937802 246.6114501953125 4.288,47a15045-e837-11ec-9416-9440c9ab47f0
1160426,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,mtwara,masasi,nanganga,mwongozo,nangoo,1,Muuzaji,0,0,1,Ananunua na kuuza,-10.4663977 39.0937607 254.363037109375 4.912,3d8dbdb8-e837-11ec-9416-9440c9ab47f0
1160428,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,mtwara,masasi,mwena,chibwini,mwena,1,Mnunuzi,1,1,1,Ananunua mbuzi na kuchinja,-10.507931 39.0039661 301.0 5.0,4d8b795a-e837-11ec-9416-9440c9ab47f0
1160429,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,mtwara,masasi,mwena,chibwini,mwena,1,Mnunuzi,0,0,1,Ananunua mbuzi na kwenda kuwatunza nyumbani kisha kuuza kwa wengine,-10.5078889 39.0039873 305.0 4.76,59f8ffa7-e837-11ec-9416-9440c9ab47f0
1160431,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,mtwara,masasi,nanganga,mwongozo,nangoo,1,Mnunuzi,1,1,1,Anatembea kwenye masoko na nyumba ili anunue mbuzi akachinje,-10.4663901 39.0937613 266.0 5.0,3c5957d7-e837-11ec-9416-9440c9ab47f0
1160432,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,mtwara,masasi,nanganga,mwongozo,nangoo,1,Muuzaji,0,0,0,NA,-10.466426 39.0937674 266.0 5.0,534e9776-e837-11ec-9416-9440c9ab47f0
1160510,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,1,0,NA,-8.8236912 36.2564839 267.2410888671875 4.347,5563688a-e837-11ec-9416-9440c9ab47f0
1160511,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,4,0,NA,-8.8232616 36.2566691 252.9393310546875 4.995,63ef672b-e837-11ec-9416-9440c9ab47f0
1160512,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,8,0,NA,-8.8232816 36.25667 240.2713623046875 4.269,63093872-e837-11ec-9416-9440c9ab47f0
1160513,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,2,0,NA,-8.8233697 36.256663 254.534912109375 3.9,5a6d0714-e837-11ec-9416-9440c9ab47f0
1160514,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,3,0,NA,-8.8230632 36.2565716 255.4625244140625 4.824,5f8ae9ed-e837-11ec-9416-9440c9ab47f0
1160515,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,1,0,NA,-8.8227087 36.256457 258.6636962890625 3.977,45db10e8-e837-11ec-9416-9440c9ab47f0
1160516,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,3,0,NA,-8.8226631 36.2564528 268.7081298828125 4.094,3dc0e4e2-e837-11ec-9416-9440c9ab47f0
1160593,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,0,0,0,NA,-8.8228977 36.2554843 263.53076171875 4.995,5f90cc12-e837-11ec-9416-9440c9ab47f0
1160594,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,5,1,Ununua kwa wafugaji kisha kuuza mnadani kwa wafanyabiashara wakubwa wa mifugo,-8.8237328 36.2559019 264.27362060546875 4.094,61fcd8b4-e837-11ec-9416-9440c9ab47f0
1160595,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,1,0,NA,-8.82368 36.2564404 266.1959228515625 4.269,5847f0af-e837-11ec-9416-9440c9ab47f0
1160596,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,1,0,NA,-8.8236922 36.2564296 245.2860107421875 4.63,4275c59e-e837-11ec-9416-9440c9ab47f0
1160597,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,4,0,NA,-8.8236433 36.2564538 263.0706787109375 4.094,41753ec7-e837-11ec-9416-9440c9ab47f0
1160598,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,3,0,NA,-8.823581 36.2565675 264.56884765625 4.995,5d2efc9b-e837-11ec-9416-9440c9ab47f0
1160599,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,1,0,NA,-8.8233828 36.2563369 261.8311767578125 4.269,50b8d48a-e837-11ec-9416-9440c9ab47f0
1160600,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,3,0,NA,-8.8236724 36.2562557 264.68408203125 3.9,4d6bc213-e837-11ec-9416-9440c9ab47f0
1160601,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mfanyabiashara,1,6,1,Hukusanya mifugo kutoka katika minada ya awali kisha uuza katika mnada wa upili,-8.8230696 36.256522 258.629638671875 4.347,63d6b639-e837-11ec-9416-9440c9ab47f0
1160602,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,4,0,NA,-8.8232787 36.2566642 233.946044921875 3.9,4267a949-e837-11ec-9416-9440c9ab47f0
1160603,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,0,0,0,NA,-8.8232416 36.256616 248.315185546875 4.824,3671a451-e837-11ec-9416-9440c9ab47f0
1160604,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,3,1,Hukusanya mifugo kisha usafirisha,-8.8226947 36.2564683 252.47540283203125 4.698,498f236f-e837-11ec-9416-9440c9ab47f0
1160605,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,0,0,0,NA,-8.8226898 36.256471 264.444091796875 4.63,3683aa6d-e837-11ec-9416-9440c9ab47f0
1160606,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,2,0,NA,-8.8227156 36.2564884 259.58062744140625 4.912,50fe0b94-e837-11ec-9416-9440c9ab47f0
1160670,2022-06-09,2022-06-09,2022-06-09,2022-06-09,6,lindi,nachingwea,ndomoni,ndomoni,ndomoni,1,Muuzaji na mnunuzi,1,1,1,Anunua mbuzi na kondoo kwenye minada tofauti kama vile Tanga na Kilwa  nakuja kuuza kijijini na miezi masika huenda kulima.,-10.5374634 38.8119134 344.1 4.88,4c5bcfaa-e837-11ec-9416-9440c9ab47f0
1160671,2022-06-09,2022-06-09,2022-06-09,2022-06-09,6,lindi,nachingwea,ndomoni,ndomoni,ndomoni,1,Muuzaji,0,0,0,NA,-10.5377317 38.8115891 342.8 4.48,4e7aa136-e837-11ec-9416-9440c9ab47f0
1160672,2022-06-09,2022-06-09,2022-06-09,2022-06-09,6,mtwara,masasi,mwena,chibwini,mwena,1,Mnunuzi,0,0,0,NA,-10.5232367 38.9288404 263.9 4.96,6212d0a1-e837-11ec-9416-9440c9ab47f0
1160688,2022-06-07,2022-06-09,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mnunuzi,0,0,0,NA,-8.0696388 36.8107959 210.2801513671875 4.873,55ff79f2-e837-11ec-9416-9440c9ab47f0
1160689,2022-06-07,2022-06-09,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Muuzaji,1,2,0,NA,-8.0696157 36.81081 211.435546875 4.873,3a8d7953-e837-11ec-9416-9440c9ab47f0
1160690,2022-06-07,2022-06-09,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mnunuzi,1,1,1,Ananunua mbuzi kwa ajili ya kuchinja na kuuza nyama kupata faida,-8.0696036 36.8108231 215.9935302734375 4.873,360852ae-e837-11ec-9416-9440c9ab47f0
1160691,2022-06-07,2022-06-09,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mnunuzi,1,1,1,Hununua na mifugo ikizaliana huuza na kuchinja,-8.0696136 36.8108404 211.3055419921875 4.99,41fbe9ca-e837-11ec-9416-9440c9ab47f0
1160692,2022-06-07,2022-06-09,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mfanyabiashara,1,1,1,Ananua na kuuza kwenye  mnada nje ya wilaya yake ili apate faida hasa kipindi cha kiangazi ambapo mifugo huwa wengi,-8.0696192 36.8108408 210.67340087890625 4.99,5455522e-e837-11ec-9416-9440c9ab47f0
1160693,2022-06-07,2022-06-09,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Dalali,0,0,1,Dalali anayechukua mifugo kwa wafugaji na kuuza kwa bei ya juu,-8.0696179 36.8108418 210.740966796875 4.873,49979bf2-e837-11ec-9416-9440c9ab47f0
1160694,2022-06-07,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Wanunuzi wa kuchinja mnadani,0,0,1,Ananunua mifugo na kuchinja mnadani,-8.8227728 36.2555006 269.97711181640625 4.873,5dd42740-e837-11ec-9416-9440c9ab47f0
1160695,2022-06-07,2022-06-09,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mnunuzi,1,3,0,NA,-8.0700592 36.8107121 220.2215576171875 4.824,63f35e12-e837-11ec-9416-9440c9ab47f0
1160696,2022-06-07,2022-06-09,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mnunuzi,0,0,0,NA,-8.0700533 36.8107191 217.7440185546875 4.853,385ce819-e837-11ec-9416-9440c9ab47f0
1160697,2022-06-07,2022-06-09,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Muuzaji,0,0,0,NA,-8.0700571 36.8107211 218.4029541015625 4.824,4c3624c4-e837-11ec-9416-9440c9ab47f0
1160698,2022-06-07,2022-06-09,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Dalali,0,0,1,Huwahi kuchukua mifugo kwa wafugaji na kuuza kwa wanunuzi mnadani lengo likiwa yeye kutengeneza faida kidogo kutokana na udalali wake,-8.0699221 36.8105764 220.49029541015625 4.192,5800def8-e837-11ec-9416-9440c9ab47f0
1160699,2022-06-07,2022-06-09,2022-06-07,2022-06-07,6,morogoro,kilombero,kiberege,sagamaganga,sagamaganga,1,Mfanyabiashara,1,1,1,Hutoka na mifugo kijijini na kuleta mnadani kuuza ikibaki hupeleka mnada unaofuata,-8.0699064 36.8105736 218.99444580078125 4.873,4ff81689-e837-11ec-9416-9440c9ab47f0
1160700,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mfanyabiashara,1,2,1,Hununua mabnda na kuleta salamiti,-8.8236256 36.2564722 265.3414306640625 3.9,3b09aab2-e837-11ec-9416-9440c9ab47f0
1160701,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,2,0,NA,-8.8236379 36.2564737 263.14501953125 4.744,58f1f80c-e837-11ec-9416-9440c9ab47f0
1160702,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mfanyabiashara,1,1,1,Ananua mifugo mnada mmoja na kuiuza kwenye minada mingine,-8.8233742 36.2563313 259.21343994140625 4.898,63ce5223-e837-11ec-9416-9440c9ab47f0
1160703,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mfanyabiashara,0,0,1,Anatoka na mifugo kijiji ambako amenunua na kuleta mnadani anauza na akipata mfugo mainline ananunua na kurudi nao nyumbani,-8.8227495 36.2563861 252.59295654296875 4.288,4d03be46-e837-11ec-9416-9440c9ab47f0
1160704,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,2,0,NA,-8.8229889 36.2565091 251.85888671875 4.288,622f753a-e837-11ec-9416-9440c9ab47f0
1160705,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Dalali,1,2,1,Yeye anasaidia kuuza kwa bei kubwa na kununua kwa bei ndogo ili atengeneze faida,-8.8229949 36.2564969 253.1744384765625 4.99,4f956403-e837-11ec-9416-9440c9ab47f0
1160706,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,2,0,NA,-8.8227644 36.256427 261.6754150390625 4.912,63ada102-e837-11ec-9416-9440c9ab47f0
1160707,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,1,0,NA,-8.8227672 36.2564508 265.8531494140625 4.288,504ce686-e837-11ec-9416-9440c9ab47f0
1160708,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,0,0,0,NA,-8.8227591 36.2564542 258.921875 4.898,563d2f86-e837-11ec-9416-9440c9ab47f0
1160709,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,2,0,NA,-8.8227676 36.2564122 273.7474365234375 4.824,4d16a07d-e837-11ec-9416-9440c9ab47f0
1160710,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,0,0,0,NA,-8.8226782 36.2564187 265.447509765625 5.945,4fb41bbc-e837-11ec-9416-9440c9ab47f0
1160711,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,1,0,NA,-8.8226823 36.2564247 262.7774658203125 3.9,5a56c46b-e837-11ec-9416-9440c9ab47f0
1160712,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mfanyabiashara,1,1,1,Ananua kijijini na kwenda kuuzamnadani na anweza kununua pia mifugo ugonjwa mnadi na kurudi nao nyumbani kufugo,-8.8226857 36.2564379 262.4996337890625 3.9,44a6da39-e837-11ec-9416-9440c9ab47f0
1160713,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,0,0,1,Muuzaji wa chakula mnadani hivyo hununua mbuzi mmoja kila siku ya mnada na kuchinja. Wakati wa kiangazi biashara huwa nzuri zaidi anaweza kununua hata wawili kwa siku,-8.8224488 36.2565634 251.52935791015625 4.898,5424c298-e837-11ec-9416-9440c9ab47f0
1160714,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Dalali,1,2,1,Kiwngazi hufanya sana biashara kwani mifugo huwa mini hivyo wafugaji huleta mifugo yao ili wauziwe na yeyehufanya jazz hiyo kwa kuongeza bei na ile mingine hununua kwa bei ya chini,-8.822449 36.2565695 259.208251953125 3.9,5e0d95c8-e837-11ec-9416-9440c9ab47f0
1160715,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mama lishe,0,0,0,NA,-8.8228217 36.25558 301.0 3.9,4745c595-e837-11ec-9416-9440c9ab47f0
1160716,2022-06-08,2022-06-09,2022-06-08,2022-06-10,6,morogoro,ulanga,itete,itete,itete,1,Muuzaji,1,2,0,NA,-8.7819552 36.3629811 284.0 4.6,363a5f3b-e837-11ec-9416-9440c9ab47f0
1160717,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,0,0,0,NA,-8.8236767 36.25636 278.9 3.9,35be8acb-e837-11ec-9416-9440c9ab47f0
1160718,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,3,1,Kununua na kuuza katika minada mingine,-8.8236722 36.2563707 278.6 3.9,4a0cb916-e837-11ec-9416-9440c9ab47f0
1160719,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,1,2,0,NA,-8.8235893 36.2565206 281.4 4.875,488f2b47-e837-11ec-9416-9440c9ab47f0
1160720,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,0,0,0,NA,-8.8235953 36.2565267 275.3 4.95,3b57308b-e837-11ec-9416-9440c9ab47f0
1160721,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Mnunuzi,1,2,0,NA,-8.8236191 36.2565233 263.5 3.933,45a03a18-e837-11ec-9416-9440c9ab47f0
1160722,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Dalali,1,3,1,Kununua na kuuza mifugo minadani,-8.8236117 36.2565233 262.4 3.9,3aca8645-e837-11ec-9416-9440c9ab47f0
1160723,2022-06-08,2022-06-09,2022-06-08,2022-06-08,6,morogoro,ulanga,usangule,kiswago,salamiti,1,Muuzaji,0,0,0,NA,-8.8235099 36.2565533 260.4 4.3,5dce2906-e837-11ec-9416-9440c9ab47f0
