"fid.see.mrktc.generalinfo.","unique.row.id.see.mrktc.generalinfo.","unique.row.id","1.what.are.the.activities.that.you.are.doing.in.this.market.today.","if.other.specify.5","type.of.place.see.mrktc.lkpsell.placetype.","if.other.specify","name.of.place.8","ward.9","district.10","3.what.is.your.main.reason.for.selling.these.sheep.and.or.goats.","if.other.specify.12","4.how.were.sheep.goats.transported.to.the.market.see.mrktc.lkpsell.trans.","if.other.specify.14","5.do.you.also.sell.other.animal.species.apart.from.sheep.and.goats.","if.yes.out.of.all.the.species.that.you.sell.which.species.do.you.sell.the.most.","if.other.specify.17","will.you.transport.the.sheep.goats.you.are.buying.today.","type.of.place.see.mrktc.lkpplacetype.","if.other.specify.20","name.of.place.21","ward.22","district.23","7.what.is.your.main.reason.for.buying.these.small.ruminants.","if.other.specify.25","8.how.will.you.transport.these.small.ruminants.that.you.are.buying.see.mrktc.lkpsell.trans.","if.other.specify.27","9.what.criteria.do.you.use.to.decide.which.small.ruminants.to.buy.","if.other.specify.29","10.what.other.species.of.animals.do.you.buy.apart.from.sheep.and.goats.","if.other.specify.31","11.if.the.prices.of.sheep.and.goats.increase.for.some.reason.e.g.a.shortage.of.animals.due.to.disease.will.you.still.buy.them.","if.no.which.other.species.will.you.consider.instead.","if.other.specify.34","if.yes.how.much.of.an.increase.in.the.current.price.of.sheep.and.goat.unit.price.of.live.animal.will.cause.you.to.change.your.purchasing.behaviour.to.another.animal.species","12.how.many.times.in.a.month.do.you.buy.or.sell.sheep.and.or.goats.in.this.market.","unique.row.identifier.uuid."
1158313,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Soliwaya","Wanging`ombe","Wanging`ombe","1",NA,2,NA,"1 2 3 4 6 5",NA,"4 3",NA,1,NA,NA,150000,2,"80e0dfea-e449-11ec-9416-9440c9ab47f0"
1158314,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Manienga","Mawindi","Mbarali","5",NA,1,NA,"1 2 3 4 5 6",NA,"4 3 1",NA,1,NA,NA,80000,1,"830122f1-e449-11ec-9416-9440c9ab47f0"
1158315,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Isisi","Rujewa","Mbarali","5",NA,1,NA,"1 2 3 4 5 6",NA,NA,NA,1,NA,NA,1e+05,1,"7d0e4ec5-e449-11ec-9416-9440c9ab47f0"
1158316,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"Njombe","Chaugingi","Rujewa","1 6",NA,2,NA,"1 2 3 4 5 6",NA,NA,NA,1,NA,NA,150000,2,"7ebf1d04-e449-11ec-9416-9440c9ab47f0"
1158317,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"Makambako","Mji mwema","Njombe","1",NA,2,NA,"1 2 3 4 6 5",NA,"4 3",NA,0,"4 3",NA,NA,2,"7f76b8c7-e449-11ec-9416-9440c9ab47f0"
1158318,1,1,"1",NA,1,NA,"Mayota","Rujewa","Mbarali","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82da8832-e449-11ec-9416-9440c9ab47f0"
1158319,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Warumba","Imalilosongwe","Mbarali","5",NA,-66,"Pikipiki","1 2 3 4 5 6",NA,NA,NA,NA,NA,NA,NA,NA,"7ec522e1-e449-11ec-9416-9440c9ab47f0"
1158320,1,1,"1",NA,1,NA,"Isunura","Mawindi","Mbarali","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"756ad5d0-e449-11ec-9416-9440c9ab47f0"
1158321,1,1,"1",NA,1,NA,"Mkandami","Mawindi","Mbarali","2 4",NA,-66,"Pikipiki",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"839409e2-e449-11ec-9416-9440c9ab47f0"
1158322,1,1,"1",NA,1,NA,"Mogelo","Rujewa","Mbarali","2 1",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85f63eec-e449-11ec-9416-9440c9ab47f0"
1158354,1,1,"1",NA,1,NA,"Mikochini","Namawala","Mlimba","2 3 5 -66","Kupata fedha kwa ajili ya kujiburudisha kidogo kidogo",1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7c503d96-e449-11ec-9416-9440c9ab47f0"
1158355,1,1,"3",NA,3,NA,"Miyomboni","Mofu","Mlimba","1",NA,1,NA,1,"1",NA,1,3,NA,"Kikurukutu","Namawala","Mlimba","1",NA,1,NA,"1 3 6 2 -66","Kuangalia kama ataleta faida","1",NA,1,NA,NA,95000,3,"6fcf01c7-e449-11ec-9416-9440c9ab47f0"
1158356,1,1,"1",NA,1,NA,"Mikochini","Namawala","Mlimba","2 3",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"884da8c3-e449-11ec-9416-9440c9ab47f0"
1158357,1,1,"1",NA,1,NA,"Idandu","Namawala","Mlimba","2 3 5",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85520745-e449-11ec-9416-9440c9ab47f0"
1158358,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mkochini","Namawala","Mlimba","2",NA,1,NA,"1 2 3 4",NA,NA,NA,0,NA,NA,NA,1,"7a42ca13-e449-11ec-9416-9440c9ab47f0"
1158359,1,1,"3",NA,3,NA,"Kikurukutu","Namawala","Mlimba","1",NA,3,NA,0,NA,NA,1,2,NA,"Ifakara","Viwanja Sitini","Ifakara","1 6",NA,2,NA,"1 2 3 4",NA,NA,NA,1,NA,NA,NA,2,"7eb4f10f-e449-11ec-9416-9440c9ab47f0"
1158443,1,1,"1",NA,1,NA,"Mundemu","Mundemu","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b26f1f72-e512-11ec-9416-9440c9ab47f0"
1158444,1,1,"1",NA,1,NA,"Mundemu","Mundemu","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9f2e342d-e512-11ec-9416-9440c9ab47f0"
1158445,1,1,"1",NA,1,NA,"Chilungulu","Mundemu","Bahi","3",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abb33aee-e512-11ec-9416-9440c9ab47f0"
1158446,1,1,"1",NA,1,NA,"Mbalawala","Mundemu","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9716c528-e512-11ec-9416-9440c9ab47f0"
1158447,1,1,"3",NA,1,NA,"Mundemu","Mundemu","Bahi","1",NA,1,NA,0,NA,NA,1,3,NA,"Msalato","Msalato","Dodoma mjini","1",NA,2,NA,"-66","Ukubwa wa mbuzi",NA,NA,1,NA,NA,2e+05,1,"89eaab9e-e512-11ec-9416-9440c9ab47f0"
1158448,1,1,"1",NA,1,NA,"Ikuba","Ikuba","Mpimbwe","2",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9aaf1181-e512-11ec-9416-9440c9ab47f0"
1158449,1,1,"1",NA,1,NA,"Ilalangulu","Kibaoni","Mpimbwe","3 2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9e159535-e512-11ec-9416-9440c9ab47f0"
1158450,1,1,"2",NA,1,NA,"kashishi","Ikuba","Mpimbwe","1",NA,1,NA,1,"1",NA,1,3,NA,"Majimoto","Majimoto","Mpimbwe","1",NA,1,NA,"1 2 3 4 5 6",NA,"1",NA,0,"1",NA,NA,4,"a6da1c13-e512-11ec-9416-9440c9ab47f0"
1158451,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mirumba","Kibaoni","Mpimbwe","-66 6","Kwa ajili ya matambiko",1,NA,"1 2 3 4 5 6",NA,"1",NA,1,NA,NA,150000,0,"a0d98faf-e512-11ec-9416-9440c9ab47f0"
1158452,1,1,"2 3",NA,1,NA,"Mirumba","Kibaoni","Mpimbwe","1 6",NA,1,NA,0,NA,NA,1,3,NA,"Majimoto","Majimoto","Mpimbwe","1",NA,1,NA,"1 2 3 4 5 6",NA,NA,NA,0,NA,NA,NA,2,"aa366e32-e512-11ec-9416-9440c9ab47f0"
1158453,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Itindi","Paramawe","Nkasi","2 5",NA,1,NA,"1 2 3 4 5",NA,"1",NA,0,NA,NA,NA,2,"a7bec7e0-e512-11ec-9416-9440c9ab47f0"
1158454,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Nyambwe","Usevya","Mpimbwe","2 3 5",NA,1,NA,"1 2 3 4 5 6",NA,NA,NA,0,NA,NA,NA,2,"a6d5c811-e512-11ec-9416-9440c9ab47f0"
1158455,1,1,"2 3",NA,1,NA,"Paramawe","Paramawe","Nkasi","1",NA,1,NA,1,"1",NA,1,3,NA,"Majimoto","Majimoto","Mpimbwe","1",NA,1,NA,"1 2 3 4 5 6",NA,"1",NA,0,NA,NA,NA,2,"a3b422bb-e512-11ec-9416-9440c9ab47f0"
1158456,1,1,"3 2",NA,1,NA,"Mirimba","Kibaoni","Mpimbwe","1",NA,1,NA,0,NA,NA,1,3,NA,"Majimoto","Majimoto","Mpimbwe","1",NA,1,NA,"1 2 3 4 5 6",NA,NA,NA,1,NA,NA,1e+05,NA,"ad878b0e-e512-11ec-9416-9440c9ab47f0"
1158457,1,1,"2",NA,1,NA,"Kibaoni","Kibaoni","Mpimbwe","1",NA,1,NA,0,NA,NA,1,3,NA,"Majimoto","Majimoto","Mpimbwe","1",NA,1,NA,"1 2 3 4 5 6",NA,NA,NA,1,NA,NA,120000,5,"b2183ab9-e512-11ec-9416-9440c9ab47f0"
1158458,1,1,"2",NA,1,NA,"Chamalendi","Chamalendi","Mpimbwe","1",NA,1,NA,0,NA,NA,1,3,NA,"Majimoto","Majimoto","Mpimbwe","1",NA,1,NA,"1 2 3 5 6",NA,"1",NA,0,NA,NA,NA,2,"b0135228-e512-11ec-9416-9440c9ab47f0"
1158459,1,1,"1",NA,1,NA,"Msadya","Usevya","Mpimbwe","2 3 4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9ab3eddc-e512-11ec-9416-9440c9ab47f0"
1158460,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Usevya","Usevya","Mpimbwe","5",NA,-66,"Baiskeli","1 2 3 4 5",NA,NA,NA,0,NA,NA,NA,1,"89a09321-e512-11ec-9416-9440c9ab47f0"
1158462,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ikuba","Ikuba","Mpimbwe","5",NA,1,NA,"1 3 2 5 4",NA,NA,NA,0,NA,NA,NA,2,"a45efa69-e512-11ec-9416-9440c9ab47f0"
1158463,1,1,"1",NA,1,NA,"Minyagala","Sibwesa","Tanganyika","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8e7285f6-e512-11ec-9416-9440c9ab47f0"
1158464,1,1,"1",NA,1,NA,"Sentemalaria","Sibwesa","Tanganyika","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a17ddde0-e512-11ec-9416-9440c9ab47f0"
1158465,1,1,"1",NA,1,NA,"Mwakulu","Mwakulu","Tanganyika","2",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8cf6f58e-e512-11ec-9416-9440c9ab47f0"
1158466,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Minyagala","Mnyagala","Tanganyika","2",NA,1,NA,"1 2 3",NA,"1",NA,NA,NA,NA,NA,1,"8b9a2320-e512-11ec-9416-9440c9ab47f0"
1158467,1,1,"1",NA,1,NA,"Sibwesa","Sibwesa","Tanganyika","6",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97ac1614-e512-11ec-9416-9440c9ab47f0"
1158468,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mgongoni","Sibwesa","Tanganyika","2",NA,1,NA,"1 2 3",NA,"-66","Hakuna",0,NA,NA,NA,2,"9155a442-e512-11ec-9416-9440c9ab47f0"
1158469,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mnyagala","Sibwesa","Tanganyika","2",NA,1,NA,"1 2 3 4 5",NA,"1",NA,0,"1 4",NA,NA,2,"a8f309f4-e512-11ec-9416-9440c9ab47f0"
1158470,1,1,"3",NA,3,NA,"Namanyere","Namanyere","Nkasi","1",NA,2,NA,1,NA,NA,1,3,NA,"Dar es salaam","Pugu","Pugu","1",NA,2,NA,"1 2 4 3 5",NA,"1",NA,1,NA,NA,20000,3,"aef0463a-e512-11ec-9416-9440c9ab47f0"
1158471,1,1,"3",NA,3,NA,"Ntalamila","Ntalamila","Namanyere","1",NA,1,NA,1,"1",NA,1,1,NA,"Kahele","Katuma","Tanganyika","1",NA,1,NA,"1 2 3",NA,"1",NA,1,NA,NA,5000,NA,"98fa83e8-e512-11ec-9416-9440c9ab47f0"
1158472,1,1,"1",NA,1,NA,"Ibilisi","Katuma","Tanganyika","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b3ae5137-e512-11ec-9416-9440c9ab47f0"
1158473,1,1,"1",NA,1,NA,"Kanoge","Sibwesa","Tanganyika","2",NA,1,NA,1,"1 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a0bb7297-e512-11ec-9416-9440c9ab47f0"
1158474,1,1,"1",NA,1,NA,"Kagunga","Katuma","Tanganyika","2",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a0357027-e512-11ec-9416-9440c9ab47f0"
1158475,1,1,"1",NA,1,NA,"Kungwi","Sibwesa","Tanganyika","2 3 4 5 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a35387a6-e512-11ec-9416-9440c9ab47f0"
1158476,1,1,"3",NA,1,NA,"Mnyagala","Sibwesa","Tanganyika","2 3 4 5",NA,1,NA,1,NA,NA,1,1,NA,"Sibwesa","Sibwesa","Tanganyika","1",NA,1,NA,"1 2 3 4",NA,"1",NA,1,NA,NA,NA,4,"b150d900-e512-11ec-9416-9440c9ab47f0"
1158477,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"5",NA,1,NA,"1 2 4 3 5",NA,NA,NA,1,NA,NA,1e+05,NA,"962f0eb5-e512-11ec-9416-9440c9ab47f0"
1158478,1,1,"2",NA,1,NA,"Nkungwi","Sibwesa","Tanganyika","4 3 5 2",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,"1 2 3 4",NA,NA,NA,NA,NA,NA,NA,NA,"ab1cfd3b-e512-11ec-9416-9440c9ab47f0"
1158479,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"5",NA,1,NA,"1 2 3 4 5 8",NA,NA,NA,1,NA,NA,1200002,NA,"afc61898-e512-11ec-9416-9440c9ab47f0"
1158480,1,1,"1",NA,1,NA,"Mondo","Mnyagala","Tanganyika","2 3 4 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94a3913d-e512-11ec-9416-9440c9ab47f0"
1158481,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Katuma","Katuma","Tanganyika","2",NA,1,NA,"1 2 3 4",NA,NA,NA,0,NA,NA,NA,NA,"b115d069-e512-11ec-9416-9440c9ab47f0"
1158482,1,1,"1",NA,1,NA,"Mnyagala","Sibwesa","Tanganyika","2 3 4 5 6",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a2e98385-e512-11ec-9416-9440c9ab47f0"
1158483,1,1,"1",NA,1,NA,"Kaelele","Mpembe","Tanganyika","2 3 4 5 6",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9c3c1102-e512-11ec-9416-9440c9ab47f0"
1158484,1,1,"1",NA,1,NA,"Mnygala","Mnyagala","Tanganyika","2 3 4 5",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a518bf19-e512-11ec-9416-9440c9ab47f0"
1158485,1,1,"2",NA,1,NA,"Mnyagala","Sibwesa","Tanganyika","2 3 4",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,"1 2 3 4",NA,NA,NA,0,NA,NA,NA,NA,"91c14d13-e512-11ec-9416-9440c9ab47f0"
1158486,1,1,"1",NA,1,NA,"Mnyagala","Mnyagala","Tanganyika","2 3 4 5 6",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aad34548-e512-11ec-9416-9440c9ab47f0"
1158602,1,1,"1",NA,1,NA,"Mindola","Ilindi","Bahi","2",NA,-66,"Pikipiki",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a8b8b9e5-e512-11ec-9416-9440c9ab47f0"
1158603,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mundemu","Mundemu","Bahi","5",NA,1,NA,"1 3",NA,"1",NA,0,NA,NA,NA,1,"a9a67bf4-e512-11ec-9416-9440c9ab47f0"
1158604,1,1,"2",NA,3,NA,"Mundemu","Mundemu","Bahi","1",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1 3",NA,"1",NA,1,NA,NA,NA,1,"a1d6578d-e512-11ec-9416-9440c9ab47f0"
1158605,1,1,"2",NA,3,NA,"Mundemu","Mundemu","Bahi","1",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1 3",NA,NA,NA,1,NA,NA,NA,1,"a452ec28-e512-11ec-9416-9440c9ab47f0"
1158606,1,1,"2",NA,1,NA,"Nguji","Mundemu","Bahi","1",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1 3 2",NA,"1",NA,1,NA,NA,NA,1,"ac6e0d58-e512-11ec-9416-9440c9ab47f0"
1158607,1,1,"1",NA,1,NA,"Ilindi","Ilindi","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9b2bfef8-e512-11ec-9416-9440c9ab47f0"
1158618,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Lulindi","Lulindi","Masasi","6",NA,-66,"Pikipiki","2 3 4",NA,"1",NA,1,NA,NA,45000,NA,"991c1ed7-e512-11ec-9416-9440c9ab47f0"
1158619,1,1,"1",NA,1,NA,"Mchauru","Mchauru","Masasi","4 2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9f27b023-e512-11ec-9416-9440c9ab47f0"
1158620,1,1,"1 3",NA,1,NA,"Newala","Newala","Newala","1",NA,-66,"Pikipiki",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-66,"Pikipiki",NA,NA,NA,NA,NA,NA,NA,NA,NA,"985bb77a-e512-11ec-9416-9440c9ab47f0"
1158621,1,1,"1",NA,1,NA,"Namalenga","Namalenga","Masasi","4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"942ea7c3-e512-11ec-9416-9440c9ab47f0"
1158622,1,1,"2",NA,1,NA,"Mchauru","Mchauru","Masasi","1",NA,3,NA,1,"1 4",NA,0,NA,NA,NA,NA,NA,"1",NA,3,NA,"1 2 3",NA,"1",NA,1,NA,NA,25000,3,"b17e8de5-e512-11ec-9416-9440c9ab47f0"
1158623,1,1,"1",NA,1,NA,"Makong`onda","Makong`onda","Masasi","1",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92916760-e512-11ec-9416-9440c9ab47f0"
1158624,1,1,"1",NA,1,NA,"Mchauru","Makong`onda","Masasi","2 4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a14f1332-e512-11ec-9416-9440c9ab47f0"
1158625,1,1,"3",NA,1,NA,"Newala","Newala","Masasi","1",NA,-66,"Pikipiki",0,NA,NA,1,1,NA,"Nakarara","Makong`onda","Masasi","6 2",NA,-66,"Pikipiki","1 2 3",NA,"4",NA,1,NA,NA,65000,NA,"afa445be-e512-11ec-9416-9440c9ab47f0"
1158626,1,1,"1",NA,2,NA,"Katangari","Kitangari","Newala","4",NA,-66,"Pikipiki",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9c231a76-e512-11ec-9416-9440c9ab47f0"
1158627,1,1,"1",NA,1,NA,"Nakarara","Makong`onda","Masasi","4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a60045a3-e512-11ec-9416-9440c9ab47f0"
1158784,1,1,"1",NA,1,NA,"Kichangani","Mgeta","Mlimba","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"935ed943-e512-11ec-9416-9440c9ab47f0"
1158785,1,1,"1",NA,1,NA,"Miwangani idete","Namwawala","Mlimba","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8a930cba-e512-11ec-9416-9440c9ab47f0"
1158786,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Chita","Melela","Mlimba","2 5",NA,1,NA,"1 2 3 4",NA,NA,NA,0,NA,NA,NA,1,"8d1a556a-e512-11ec-9416-9440c9ab47f0"
1158787,1,1,"1 2",NA,1,NA,"Ihenga","Mofu","Mlimba","1",NA,2,NA,1,"1",NA,1,-66,"Anawauza hapo hapo mnadani","Idandu","Namwawala","Mlimba","1",NA,-66,"Hasafirishi","1 3 6",NA,"1",NA,0,NA,NA,NA,2,"aede68a4-e512-11ec-9416-9440c9ab47f0"
1158788,1,1,"4 1 -66","Anauza mifugo aliyonunua wafugaji na kisha kuwauza kwa wafanyabiashara",3,NA,"Namwawala","Namwawala","Malinyi","1",NA,-66,"Amenunua hapo mnadana",NA,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Anawauza kwa wafanyabiashara wa hapo mnadani","1 2 3 4 6",NA,"1",NA,0,NA,NA,NA,2,"a778dc61-e512-11ec-9416-9440c9ab47f0"
1158913,1,1,"1",NA,1,NA,"Namombwe","Mchauru","Masasi","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9a9c1627-e512-11ec-9416-9440c9ab47f0"
1158914,1,1,"1",NA,1,NA,"Mchauru","Mchauru","Masasi","1",NA,-66,"Pikipiki kwa kuwatoa kwenye tenga.",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9cfeee2c-e512-11ec-9416-9440c9ab47f0"
1158915,1,1,"3",NA,1,NA,"Mchauru","Mchauru","Masasi","1",NA,NA,NA,NA,NA,NA,1,1,NA,"Nagaga","Namalenga","Masasi","1",NA,2,NA,"1 3",NA,"1",NA,1,NA,NA,10000,3,"a37442a7-e512-11ec-9416-9440c9ab47f0"
1158916,1,1,"1",NA,1,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95b3a40e-e512-11ec-9416-9440c9ab47f0"
1158917,1,1,"1",NA,1,NA,"Mchauru","Mchauru","Masasi","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9acc39dd-e512-11ec-9416-9440c9ab47f0"
1158919,1,1,"1",NA,1,NA,NA,NA,NA,"4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"949c1872-e512-11ec-9416-9440c9ab47f0"
1158920,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mkwaya","Makong`onda","Masasi","6",NA,1,NA,"1 3",NA,NA,NA,NA,NA,NA,NA,NA,"93ae1b9d-e512-11ec-9416-9440c9ab47f0"
1158921,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b30f8516-e512-11ec-9416-9440c9ab47f0"
