"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","If yes, out of all the species that you sell, which species do you sell the most? (see mrktc_lkpothrspecies)","Unique Row Identifier (UUID)"
"1218213","1","1","1","5da39f43-4a71-11ed-924d-040300000000"
"1218351","1","1","1","6872ca24-4a71-11ed-924d-040300000000"
"1218352","1","1","1","5de9c5bc-4a71-11ed-924d-040300000000"
"1218397","1","1","5","6a3b85a1-4a71-11ed-924d-040300000000"
"1218398","1","1","2","4cc4bcd1-4a71-11ed-924d-040300000000"
"1218400","1","1","-66","6e1a4bf4-4a71-11ed-924d-040300000000"
"1218404","1","1","1","66844865-4a71-11ed-924d-040300000000"
"1218409","1","1","1","72a22ce0-4a71-11ed-924d-040300000000"
"1218410","1","1","1","621f4384-4a71-11ed-924d-040300000000"
"1218410","1","1","5","621f4c76-4a71-11ed-924d-040300000000"
"1218902","1","1","1","50c98fd8-4b3a-11ed-924d-040300000000"
"1219119","1","1","1","44559bfe-4b3a-11ed-924d-040300000000"
"1219121","1","1","1","44813ba8-4b3a-11ed-924d-040300000000"
"1219121","1","1","5","4481420a-4b3a-11ed-924d-040300000000"
"1219123","1","1","1","5d4c7dae-4b3a-11ed-924d-040300000000"
"1219124","1","1","1","438f8b7d-4b3a-11ed-924d-040300000000"
"1219124","1","1","5","438f953f-4b3a-11ed-924d-040300000000"
"1219135","1","1","1","5a5ce28a-4b3a-11ed-924d-040300000000"
"1219135","1","1","4","5a5cda62-4b3a-11ed-924d-040300000000"
"1219138","1","1","1","502590d9-4b3a-11ed-924d-040300000000"
"1219138","1","1","4","50259ede-4b3a-11ed-924d-040300000000"
"1219140","1","1","1","342fb7a3-4b3a-11ed-924d-040300000000"
"1219142","1","1","1","4b6cdf10-4b3a-11ed-924d-040300000000"
"1219144","1","1","-66","41f177f6-4b3a-11ed-924d-040300000000"
"1219146","1","1","1","49db9c15-4b3a-11ed-924d-040300000000"
"1219146","1","1","4","49dba551-4b3a-11ed-924d-040300000000"
"1219148","1","1","4","4dcc79ec-4b3a-11ed-924d-040300000000"
"1219152","1","1","1","4cf8b350-4b3a-11ed-924d-040300000000"
"1219154","1","1","1","4319aa0b-4b3a-11ed-924d-040300000000"
"1219155","1","1","1","5c38ced7-4b3a-11ed-924d-040300000000"
"1219155","1","1","4","5c38dc02-4b3a-11ed-924d-040300000000"
"1219160","1","1","1","48343905-4b3a-11ed-924d-040300000000"
"1219164","1","1","4","2d0b669d-4b3a-11ed-924d-040300000000"
"1219310","1","1","1","73f5728b-4c03-11ed-924d-040300000000"
"1219314","1","1","1","723f8de2-4c03-11ed-924d-040300000000"
"1219318","1","1","1","895b2ec9-4c03-11ed-924d-040300000000"
"1219320","1","1","1","846d765c-4c03-11ed-924d-040300000000"
"1219321","1","1","1","8a722901-4c03-11ed-924d-040300000000"
"1219322","1","1","1","8273e759-4c03-11ed-924d-040300000000"
"1219323","1","1","1","811ae79a-4c03-11ed-924d-040300000000"
"1219345","1","1","1","89b30a15-4c03-11ed-924d-040300000000"
"1219346","1","1","1","6aff814f-4c03-11ed-924d-040300000000"
"1219347","1","1","1","64dc8eab-4c03-11ed-924d-040300000000"
"1219348","1","1","1","64bb09ec-4c03-11ed-924d-040300000000"
"1219350","1","1","1","75cbfe52-4c03-11ed-924d-040300000000"
"1219354","1","1","1","8002f70b-4c03-11ed-924d-040300000000"
"1219364","1","1","1","6a9d3264-4c03-11ed-924d-040300000000"
"1219365","1","1","1","87d5cef5-4c03-11ed-924d-040300000000"
"1219372","1","1","1","6f124e72-4c03-11ed-924d-040300000000"
"1219373","1","1","1","850989eb-4c03-11ed-924d-040300000000"
"1219373","1","1","4","8509957d-4c03-11ed-924d-040300000000"
"1219425","1","1","1","7909370c-4c03-11ed-924d-040300000000"
"1219428","1","1","1","76f3d99d-4c03-11ed-924d-040300000000"
"1219598","1","1","4","75bff75c-4c03-11ed-924d-040300000000"
"1219599","1","1","1","776581d4-4c03-11ed-924d-040300000000"
"1219600","1","1","4","7cd2d6e3-4c03-11ed-924d-040300000000"
"1219612","1","1","4","6530e639-4c03-11ed-924d-040300000000"
"1219613","1","1","4","751ab5d3-4c03-11ed-924d-040300000000"
"1219614","1","1","1","6a624c3e-4c03-11ed-924d-040300000000"
"1219614","1","1","4","6a6254ab-4c03-11ed-924d-040300000000"
"1219614","1","1","5","6a625bc5-4c03-11ed-924d-040300000000"
"1219618","1","1","1","72a01e3c-4c03-11ed-924d-040300000000"
"1219619","1","1","1","8c700203-4c03-11ed-924d-040300000000"
"1219622","1","1","1","79311be4-4c03-11ed-924d-040300000000"
"1219623","1","1","1","843d4ca4-4c03-11ed-924d-040300000000"
"1219784","1","1","1","95277ff5-4ccc-11ed-924d-040300000000"
"1219785","1","1","1","73b2603d-4ccc-11ed-924d-040300000000"
"1219786","1","1","1","8cea28ff-4ccc-11ed-924d-040300000000"
"1219787","1","1","1","94684eb3-4ccc-11ed-924d-040300000000"
"1219788","1","1","1","9d89ec30-4ccc-11ed-924d-040300000000"
"1219789","1","1","1","8cbe4fcf-4ccc-11ed-924d-040300000000"
"1219791","1","1","1","94725018-4ccc-11ed-924d-040300000000"
"1219811","1","1","-66","739bc4f6-4ccc-11ed-924d-040300000000"
"1219812","1","1","1","76ea32a8-4ccc-11ed-924d-040300000000"
"1219814","1","1","1","883481d6-4ccc-11ed-924d-040300000000"
"1219815","1","1","-66","a451d2c3-4ccc-11ed-924d-040300000000"
"1219816","1","1","1","7f24f0cd-4ccc-11ed-924d-040300000000"
"1219817","1","1","1","a6664fc8-4ccc-11ed-924d-040300000000"
"1219819","1","1","1","90c40afa-4ccc-11ed-924d-040300000000"
"1219820","1","1","1","a02a1cba-4ccc-11ed-924d-040300000000"
"1219821","1","1","1","71622322-4ccc-11ed-924d-040300000000"
"1219822","1","1","1","a4a26da4-4ccc-11ed-924d-040300000000"
"1219823","1","1","1","95d8dee0-4ccc-11ed-924d-040300000000"
"1219824","1","1","1","a37b163e-4ccc-11ed-924d-040300000000"
"1219825","1","1","1","7b400203-4ccc-11ed-924d-040300000000"
"1219826","1","1","1","a39eba77-4ccc-11ed-924d-040300000000"
"1219827","1","1","1","6e45bcc4-4ccc-11ed-924d-040300000000"
"1219828","1","1","1","931506aa-4ccc-11ed-924d-040300000000"
"1219829","1","1","1","9bc157df-4ccc-11ed-924d-040300000000"
"1219830","1","1","1","82bb22fb-4ccc-11ed-924d-040300000000"
"1219831","1","1","1","8e8de39e-4ccc-11ed-924d-040300000000"
"1219832","1","1","1","977f09c4-4ccc-11ed-924d-040300000000"
"1219833","1","1","1","826ea8a1-4ccc-11ed-924d-040300000000"
"1219837","1","1","1","8afe8696-4ccc-11ed-924d-040300000000"
"1219847","1","1","1","938b2e1f-4ccc-11ed-924d-040300000000"
"1219848","1","1","1","7e358224-4ccc-11ed-924d-040300000000"
"1219849","1","1","1","9cb10e55-4ccc-11ed-924d-040300000000"
"1219850","1","1","1","890d5abc-4ccc-11ed-924d-040300000000"
"1219851","1","1","1","814ce53d-4ccc-11ed-924d-040300000000"
"1219852","1","1","1","9d5e368a-4ccc-11ed-924d-040300000000"
"1219853","1","1","1","7c897111-4ccc-11ed-924d-040300000000"
"1219856","1","1","1","8a79ba56-4ccc-11ed-924d-040300000000"
"1219860","1","1","1","a89fde5f-4ccc-11ed-924d-040300000000"
"1219928","1","1","1","8b134c60-4ccc-11ed-924d-040300000000"
"1219928","1","1","4","8b135741-4ccc-11ed-924d-040300000000"
"1219930","1","1","4","826243e4-4ccc-11ed-924d-040300000000"
"1219934","1","1","4","9c52b5ff-4ccc-11ed-924d-040300000000"
"1219951","1","1","1","a96c8483-4ccc-11ed-924d-040300000000"
"1219954","1","1","1","7f5f6cf8-4ccc-11ed-924d-040300000000"
"1219955","1","1","1","7c4fe7f4-4ccc-11ed-924d-040300000000"
"1219957","1","1","1","84f0275a-4ccc-11ed-924d-040300000000"
"1219964","1","1","1","6e730513-4ccc-11ed-924d-040300000000"
"1220093","1","1","1","86b66329-4ccc-11ed-924d-040300000000"
"1220094","1","1","1","8e4d2545-4ccc-11ed-924d-040300000000"
"1220095","1","1","1","84ec529a-4ccc-11ed-924d-040300000000"
"1220096","1","1","1","93f373da-4ccc-11ed-924d-040300000000"
"1220097","1","1","1","83afe06a-4ccc-11ed-924d-040300000000"
"1220098","1","1","1","8cba08df-4ccc-11ed-924d-040300000000"
"1220099","1","1","1","77ab169e-4ccc-11ed-924d-040300000000"
"1220100","1","1","1","94cc3cbb-4ccc-11ed-924d-040300000000"
"1220101","1","1","1","8d4686b0-4ccc-11ed-924d-040300000000"
"1220103","1","1","1","76694ffd-4ccc-11ed-924d-040300000000"
"1220120","1","1","1","9d5a05a6-4ccc-11ed-924d-040300000000"
"1220122","1","1","1","926b3e1b-4ccc-11ed-924d-040300000000"
"1220124","1","1","1","96d1516c-4ccc-11ed-924d-040300000000"
"1220126","1","1","1","8b9adc5d-4ccc-11ed-924d-040300000000"
"1221021","1","1","4","19d4c49d-4e5f-11ed-924d-040300000000"
"1221022","1","1","4","32833746-4e5f-11ed-924d-040300000000"
"1221024","1","1","1","383e26d2-4e5f-11ed-924d-040300000000"
"1221170","1","1","1","08c0593c-4e5f-11ed-924d-040300000000"
"1221171","1","1","1","35e6af2b-4e5f-11ed-924d-040300000000"
"1221172","1","1","4","24bf70e4-4e5f-11ed-924d-040300000000"
"1221173","1","1","4","0f3b8ce3-4e5f-11ed-924d-040300000000"
"1221176","1","1","1","1fb3a8cc-4e5f-11ed-924d-040300000000"
"1221177","1","1","1","07f9e302-4e5f-11ed-924d-040300000000"
"1221178","1","1","1","1860aa6d-4e5f-11ed-924d-040300000000"
"1221181","1","1","1","147818cf-4e5f-11ed-924d-040300000000"
"1221181","1","1","5","1478253e-4e5f-11ed-924d-040300000000"
"1221878","1","1","4","0571aebd-4f28-11ed-924d-040300000000"
"1221879","1","1","1","fddd7bc8-4f27-11ed-924d-040300000000"
"1221880","1","1","1","0a0f3826-4f28-11ed-924d-040300000000"
"1221881","1","1","4","ff99af24-4f27-11ed-924d-040300000000"
"1221882","1","1","4","1fe4f5ec-4f28-11ed-924d-040300000000"
"1221885","1","1","4","196efe55-4f28-11ed-924d-040300000000"
"1221886","1","1","1","231fd0f2-4f28-11ed-924d-040300000000"
"1221886","1","1","4","231fda8c-4f28-11ed-924d-040300000000"
"1221887","1","1","4","f67f9c2f-4f27-11ed-924d-040300000000"
"1221889","1","1","1","0809cfc2-4f28-11ed-924d-040300000000"
"1221890","1","1","4","fb19041f-4f27-11ed-924d-040300000000"
"1221891","1","1","4","f7b4d2f0-4f27-11ed-924d-040300000000"
"1221893","1","1","1","039e2eca-4f28-11ed-924d-040300000000"
"1221894","1","1","1","fc45aa82-4f27-11ed-924d-040300000000"
"1221897","1","1","1","0c81dd52-4f28-11ed-924d-040300000000"
"1221899","1","1","4","22c77d40-4f28-11ed-924d-040300000000"
"1221901","1","1","1","107f8ef2-4f28-11ed-924d-040300000000"
"1221902","1","1","4","2b6311c1-4f28-11ed-924d-040300000000"
"1221987","1","1","1","280a2af8-4f28-11ed-924d-040300000000"
"1221987","1","1","5","280a3cf6-4f28-11ed-924d-040300000000"
"1221988","1","1","1","1ee309fb-4f28-11ed-924d-040300000000"
"1221988","1","1","4","1ee31347-4f28-11ed-924d-040300000000"
"1221988","1","1","5","1ee2fde3-4f28-11ed-924d-040300000000"
"1221989","1","1","1","06e1c548-4f28-11ed-924d-040300000000"
"1221989","1","1","4","06e1ce8b-4f28-11ed-924d-040300000000"
"1221989","1","1","5","06e1d7e0-4f28-11ed-924d-040300000000"
"1221990","1","1","1","0f03b2d6-4f28-11ed-924d-040300000000"
"1221990","1","1","4","0f03c5f8-4f28-11ed-924d-040300000000"
"1221990","1","1","5","0f03bcfb-4f28-11ed-924d-040300000000"
"1221991","1","1","1","0eaf676d-4f28-11ed-924d-040300000000"
"1222015","1","1","1","18390b3f-4f28-11ed-924d-040300000000"
"1222018","1","1","1","0e7cdcef-4f28-11ed-924d-040300000000"
"1222018","1","1","4","0e7ce819-4f28-11ed-924d-040300000000"
"1222021","1","1","1","f8c4340d-4f27-11ed-924d-040300000000"
"1222240","1","1","1","2a8b6b59-4f28-11ed-924d-040300000000"
"1222241","1","1","1","1d497590-4f28-11ed-924d-040300000000"
"1222243","1","1","1","18e6dfb8-4f28-11ed-924d-040300000000"
"1222244","1","1","1","08f2dc9e-4f28-11ed-924d-040300000000"
"1222398","1","1","1","4de0646a-4ff1-11ed-924d-040300000000"
"1222399","1","1","1","335b773b-4ff1-11ed-924d-040300000000"
"1222655","1","1","4","3f22cb00-4ff1-11ed-924d-040300000000"
"1222656","1","1","1","39cf2265-4ff1-11ed-924d-040300000000"
"1222660","1","1","4","4574ccbb-4ff1-11ed-924d-040300000000"
"1222682","1","1","1","3ec365a9-4ff1-11ed-924d-040300000000"
"1222683","1","1","1","501f5d2f-4ff1-11ed-924d-040300000000"
"1222685","1","1","4","27b6f237-4ff1-11ed-924d-040300000000"
"1222686","1","1","1","494fa821-4ff1-11ed-924d-040300000000"
"1222688","1","1","1","37f4a201-4ff1-11ed-924d-040300000000"
"1222689","1","1","1","2b503ae6-4ff1-11ed-924d-040300000000"
"1222807","1","1","1","38024d9b-4ff1-11ed-924d-040300000000"
"1222822","1","1","1","297a14d1-4ff1-11ed-924d-040300000000"
"1222838","1","1","-66","3fe56b66-4ff1-11ed-924d-040300000000"
"1222842","1","1","1","36427902-4ff1-11ed-924d-040300000000"
"1222843","1","1","1","32240b63-4ff1-11ed-924d-040300000000"
"1222848","1","1","1","3eb3819e-4ff1-11ed-924d-040300000000"
"1222850","1","1","1","3478f2af-4ff1-11ed-924d-040300000000"
"1222852","1","1","1","358d3e00-4ff1-11ed-924d-040300000000"
"1222855","1","1","1","1ab5c117-4ff1-11ed-924d-040300000000"
"1222856","1","1","1","3b927887-4ff1-11ed-924d-040300000000"
"1223284","1","1","1","591f7cf8-50ba-11ed-924d-040300000000"
"1223287","1","1","1","7a7889b0-50ba-11ed-924d-040300000000"
"1223288","1","1","1","4d2eda43-50ba-11ed-924d-040300000000"
"1223297","1","1","1","5d35e1a5-50ba-11ed-924d-040300000000"
"1223299","1","1","1","709b67b7-50ba-11ed-924d-040300000000"
"1223362","1","1","1","67cabcc5-50ba-11ed-924d-040300000000"
"1223364","1","1","1","55bda51e-50ba-11ed-924d-040300000000"
"1223365","1","1","1","624ae188-50ba-11ed-924d-040300000000"
"1223366","1","1","1","4d1e2ff3-50ba-11ed-924d-040300000000"
"1223367","1","1","1","5bcaa902-50ba-11ed-924d-040300000000"
"1223368","1","1","1","7440f1f8-50ba-11ed-924d-040300000000"
"1223370","1","1","1","6cfc3098-50ba-11ed-924d-040300000000"
"1223375","1","1","1","7cf3aebe-50ba-11ed-924d-040300000000"
"1223376","1","1","1","76aecc59-50ba-11ed-924d-040300000000"
"1223386","1","1","1","5ba8b904-50ba-11ed-924d-040300000000"
"1223391","1","1","1","7962c96c-50ba-11ed-924d-040300000000"
"1223393","1","1","1","67bee140-50ba-11ed-924d-040300000000"
"1223452","1","1","4","5731c3d7-50ba-11ed-924d-040300000000"
"1223455","1","1","1","74cf0f93-50ba-11ed-924d-040300000000"
"1223456","1","1","4","7743ea66-50ba-11ed-924d-040300000000"
"1223509","1","1","1","7361a45f-50ba-11ed-924d-040300000000"
"1223509","1","1","4","7361b0b2-50ba-11ed-924d-040300000000"
"1223510","1","1","4","7dddc63e-50ba-11ed-924d-040300000000"
"1223511","1","1","1","5abe3c2d-50ba-11ed-924d-040300000000"
"1223511","1","1","4","5abe460c-50ba-11ed-924d-040300000000"
"1223513","1","1","1","57047915-50ba-11ed-924d-040300000000"
"1223513","1","1","4","57048276-50ba-11ed-924d-040300000000"
"1223513","1","1","5","57048af0-50ba-11ed-924d-040300000000"
"1223553","1","1","1","667c6627-50ba-11ed-924d-040300000000"
"1223554","1","1","4","7e7a530f-50ba-11ed-924d-040300000000"
"1223556","1","1","4","4b9c1918-50ba-11ed-924d-040300000000"
"1224132","1","1","4","9a562729-5183-11ed-924d-040300000000"
"1224133","1","1","4","a598c101-5183-11ed-924d-040300000000"
"1224134","1","1","4","77bdd83d-5183-11ed-924d-040300000000"
"1224137","1","1","4","9ed10adf-5183-11ed-924d-040300000000"
"1224139","1","1","1","ac9df5ef-5183-11ed-924d-040300000000"
"1224139","1","1","5","ac9dffcb-5183-11ed-924d-040300000000"
"1224140","1","1","1","76f22908-5183-11ed-924d-040300000000"
"1224140","1","1","4","76f23387-5183-11ed-924d-040300000000"
"1224140","1","1","5","76f23e05-5183-11ed-924d-040300000000"
"1224141","1","1","1","7b7803b1-5183-11ed-924d-040300000000"
"1224142","1","1","1","90055d64-5183-11ed-924d-040300000000"
"1224142","1","1","4","90056673-5183-11ed-924d-040300000000"
"1224143","1","1","4","8c0a781d-5183-11ed-924d-040300000000"
"1224144","1","1","1","7e0edc33-5183-11ed-924d-040300000000"
"1224144","1","1","4","7e0ee70b-5183-11ed-924d-040300000000"
"1224146","1","1","1","9038d6db-5183-11ed-924d-040300000000"
"1224146","1","1","4","9038e1b5-5183-11ed-924d-040300000000"
"1224146","1","1","5","9038ea28-5183-11ed-924d-040300000000"
"1224951","1","1","1","c765fefe-524c-11ed-924d-040300000000"
"1224952","1","1","1","b7ad5fda-524c-11ed-924d-040300000000"
"1224953","1","1","1","bdef030f-524c-11ed-924d-040300000000"
"1224954","1","1","1","c5b21b2e-524c-11ed-924d-040300000000"
"1224957","1","1","1","b11305bb-524c-11ed-924d-040300000000"
"1224959","1","1","1","c226f1bb-524c-11ed-924d-040300000000"
"1224960","1","1","1","ba0ff3cc-524c-11ed-924d-040300000000"
"1225048","1","1","1","b3805b3f-524c-11ed-924d-040300000000"
"1225049","1","1","1","a2da171c-524c-11ed-924d-040300000000"
"1225050","1","1","1","b5ab4015-524c-11ed-924d-040300000000"
"1225051","1","1","1","b3284641-524c-11ed-924d-040300000000"
"1225052","1","1","1","b214b9a4-524c-11ed-924d-040300000000"
"1225055","1","1","1","9df567bf-524c-11ed-924d-040300000000"
"1225057","1","1","1","c4f89cc8-524c-11ed-924d-040300000000"
"1225058","1","1","1","a2aff40d-524c-11ed-924d-040300000000"
"1225058","1","1","5","a2affdab-524c-11ed-924d-040300000000"
"1226959","1","1","1","21191c20-53df-11ed-924d-040300000000"
"1226959","1","1","4","21192da1-53df-11ed-924d-040300000000"
"1226959","1","1","5","21192539-53df-11ed-924d-040300000000"
"1227163","1","1","1","3085fd36-54a8-11ed-924d-040300000000"
"1227167","1","1","4","3b3a3ae1-54a8-11ed-924d-040300000000"
"1227169","1","1","4","3a06fc05-54a8-11ed-924d-040300000000"
"1227784","1","1","1","70d96ddd-5571-11ed-924d-040300000000"
"1227785","1","1","1","657fe140-5571-11ed-924d-040300000000"
"1227786","1","1","1","7cfc41c3-5571-11ed-924d-040300000000"
"1227787","1","1","1","86664321-5571-11ed-924d-040300000000"
"1227788","1","1","1","7769f977-5571-11ed-924d-040300000000"
"1227789","1","1","1","5d28f1b4-5571-11ed-924d-040300000000"
"1227790","1","1","1","5dec92f6-5571-11ed-924d-040300000000"
"1227792","1","1","1","793dfec9-5571-11ed-924d-040300000000"
"1227793","1","1","1","7d3a3fbb-5571-11ed-924d-040300000000"
"1227794","1","1","1","7195f8b2-5571-11ed-924d-040300000000"
"1227796","1","1","1","7bdeef91-5571-11ed-924d-040300000000"
"1227797","1","1","1","5254c61d-5571-11ed-924d-040300000000"
"1227798","1","1","1","78f73df2-5571-11ed-924d-040300000000"
"1227827","1","1","1","80499e50-5571-11ed-924d-040300000000"
"1227838","1","1","1","581165a5-5571-11ed-924d-040300000000"
"1227882","1","1","1","56d63b47-5571-11ed-924d-040300000000"
"1227882","1","1","4","56d646b7-5571-11ed-924d-040300000000"
"1227882","1","1","5","56d6508f-5571-11ed-924d-040300000000"
"1227884","1","1","1","582f451f-5571-11ed-924d-040300000000"
"1228121","1","1","1","6fd041ea-5571-11ed-924d-040300000000"
"1228123","1","1","1","744253f9-5571-11ed-924d-040300000000"
"1228123","1","1","4","74424609-5571-11ed-924d-040300000000"
"1228192","1","1","1","7b64efdf-5571-11ed-924d-040300000000"
"1228192","1","1","2","7b64fd6a-5571-11ed-924d-040300000000"
"1228192","1","1","4","7b64e5e5-5571-11ed-924d-040300000000"
"1228793","1","1","1","c40e6e3f-5703-11ed-924d-040300000000"
"1229085","1","1","1","058ebb3b-57cd-11ed-924d-040300000000"
"1229086","1","1","1","07d60c45-57cd-11ed-924d-040300000000"
"1229087","1","1","1","cedb610e-57cc-11ed-924d-040300000000"
"1229088","1","1","1","18387689-57cd-11ed-924d-040300000000"
"1229089","1","1","1","08049058-57cd-11ed-924d-040300000000"
"1229090","1","1","1","0a18fb59-57cd-11ed-924d-040300000000"
"1229092","1","1","1","093e4d16-57cd-11ed-924d-040300000000"
"1229093","1","1","1","220bb439-57cd-11ed-924d-040300000000"
"1229094","1","1","1","1e1b0cb3-57cd-11ed-924d-040300000000"
"1229095","1","1","1","059ac3f5-57cd-11ed-924d-040300000000"
"1229096","1","1","1","02571879-57cd-11ed-924d-040300000000"
"1229098","1","1","1","f8571f7b-57cc-11ed-924d-040300000000"
"1229099","1","1","1","eba2e9a4-57cc-11ed-924d-040300000000"
