"fid (see mrktc_idtable)","Unique Row ID","End time","Deviceid","Date","Country (see mrkta_lkpcountry)","Enumerator name (see mrkta_lkpenum)","Enter Password","Get selected staff current password","District/ Region (see mrkta_lkpregion)","Ward (see mrkta_lkpward)","Village","Date of interview","Interview code","Name of market","Type of market (see mrktc_lkpmrkt_type)","Respondent role","Gender of respondent (see mrktc_lkpresp_gender)","Respondent age (see mrktc_lkpresp_age)","13. Have you visited other markets to sell or buy sheep and goats in the past one month?","Number of other markets you have visited to sell or buy sheep and goats in the past one month","Researcher: Is this person a trader, meaning they buy and sell animals as a business?","14. What is your usual pattern of trading sheep and/or goats?","15. What are the main disease problems that you observe in the sheep and/or goats at this time?","16. Have you seen a disease with signs of nasal discharge, coughing, diarrhoea, eye discharge, sores in the mouth – in your own animals or someone else’s flock?","If yes, what is the local name of the disease?","Where did you see it?","When did you see it?","Did any animals die?","How many animals died?","What species died? (see mrktc_lkpdse_deathsspecies)","Other information?","Any other remarks?","GPS Coordinates of the market","Unique Row Identifier (UUID)"
"1222655","1","2022-10-19T10:59:51","collect:8eJSExWamKBPZLXv","2022-10-19T00:00:00","4","716207933","716207933","716207933","42","4205","Kyanika","2022-10-19","11","Mwingi","3","Seller","1","2","0","","0","","Kwitua,","1","Kwitua","Kyongweni","2022-09-01","0","","","","None","-0.9299471 38.051886 1007.6 4.966","3f227dc4-4ff1-11ed-924d-040300000000"
"1222656","1","2022-10-19T11:06:17","collect:8eJSExWamKBPZLXv","2022-10-19T00:00:00","4","716207933","716207933","716207933","42","4205","Kyanika","2022-10-19","12","Mwingi","3","Buyer","1","2","1","2","1","Kabati, kithyoko, Mwingi","Emaciation, nyongo,","0","","","","","","","","None","-0.9299185 38.0520398 997.8 3.9","39ce1ae0-4ff1-11ed-924d-040300000000"
"1222657","1","2022-10-19T11:10:00","collect:8eJSExWamKBPZLXv","2022-10-19T00:00:00","4","716207933","716207933","716207933","42","4205","Kyanika","2022-10-19","13","Mwingi","3","Buyer","1","1","1","1","1","Mbangali, mwingi","Oma, njaa","0","","","","","","","","None","-0.9299383 38.0520117 1006.9 4.1","3666f51f-4ff1-11ed-924d-040300000000"
"1222658","1","2022-10-19T11:11:32","collect:8eJSExWamKBPZLXv","2022-10-19T00:00:00","4","716207933","716207933","716207933","42","4205","Kyanika","2022-10-19","14","Mwingi","3","Buyer","2","2","0","","0","","Mavui, nyongo,","0","","","","","","","","None","-0.9300427 38.0520763 999.7 4.691","533cebc5-4ff1-11ed-924d-040300000000"
"1222659","1","2022-10-19T11:14:59","collect:8eJSExWamKBPZLXv","2022-10-19T00:00:00","4","716207933","716207933","716207933","42","4205","Kyanika","2022-10-19","15","Mwingi","3","Seller","1","3","1","2","1","Nguni, kamuwongo, mwingi","Mavui, nyongo","1","Kwitua","Central","2022-05-01","1","2","2","None","None","-0.9301117 38.0520067 1004.4 4.1","32dc5d28-4ff1-11ed-924d-040300000000"
"1222660","1","2022-10-19T12:12:07","collect:8eJSExWamKBPZLXv","2022-10-19T00:00:00","4","716207933","716207933","716207933","42","4205","Kyanika","2022-10-19","16","Mwingi","3","Buyer","1","1","1","2","1","Nguni, mwingi, mtuwangombe","Minyoo, kimiia, longota,","1","Kwitua","Kisema","2022-08-01","0","","","","None","-0.9299901 38.051933 1011.8 4.811","457466d8-4ff1-11ed-924d-040300000000"
"1222661","1","2022-10-19T12:13:54","collect:8eJSExWamKBPZLXv","2022-10-19T00:00:00","4","716207933","716207933","716207933","42","4205","Kyanika","2022-10-19","17","Mwingi","3","Buyer","1","2","1","1","1","Nguni, Mwingi","Ivui,","1","Kamosu","Mathyagani","2022-04-01","1","1","2","None","None","-0.9299697 38.051913 1017.8 3.9","2b80e20e-4ff1-11ed-924d-040300000000"
"1222662","1","2022-10-19T12:15:35","collect:8eJSExWamKBPZLXv","2022-10-19T00:00:00","4","716207933","716207933","716207933","42","4205","Kyanika","2022-10-19","18","Mwingi","3","Buyer","2","2","1","1","1","Kakongo, mwingi","Nyongo, ivui,kikonde","0","","","","","","","","None","-0.9299133 38.05184 1001.2 4.4","50664176-4ff1-11ed-924d-040300000000"
"1222663","1","2022-10-19T12:16:52","collect:8eJSExWamKBPZLXv","2022-10-19T00:00:00","4","716207933","716207933","716207933","42","4205","Kyanika","2022-10-19","19","Mwingi","3","Seller","2","2","1","1","0","","Kukohoa, ivui,  nyongo","0","","","","","","","","None","-0.9302067 38.0516517 1001.2 4.1","3f33eca3-4ff1-11ed-924d-040300000000"
"1222664","1","2022-10-19T12:18:47","collect:8eJSExWamKBPZLXv","2022-10-19T00:00:00","4","716207933","716207933","716207933","42","4205","Kyanika","2022-10-19","20","Mwingi","3","Seller","1","2","1","1","0","","Kokohoa, minyoo, nyongo,","0","","","","","","","","None","-0.9301817 38.0516983 1016.8 3.9","3e14d30e-4ff1-11ed-924d-040300000000"
"1222670","1","2022-10-19T12:54:23","e446c8717dc86fb5","2022-10-19T00:00:00","4","712182147","712182147","712182147","42","4205","Kyanika ","2022-10-19","01","Mwingi market","3","Trader","1","2","1","2","1","From markets to town slaughters","Minyoo","0","","","","","","","","Don`t know","-0.9302088 38.0518469 991.920166015625 4.094","388b4e65-4ff1-11ed-924d-040300000000"
"1222671","1","2022-10-19T08:20:54","e446c8717dc86fb5","2022-10-19T00:00:00","4","712182147","712182147","712182147","42","4205","Kivou ","2022-10-19","02","Mwingi market ","3","Seller ","1","2","1","1","0","","Makundu, minyoo, caseous lympadenitis, nyong`o, ivui","1","Nyong`o-PPR","Kamuwongo  at my home ","2021-04-01","1","8","3","Young ones and older flock","No response treatment ","-0.9301878 38.0518046 986.759521484375 4.995","4320a6df-4ff1-11ed-924d-040300000000"
"1222672","1","2022-10-19T12:55:09","e446c8717dc86fb5","2022-10-19T00:00:00","4","712182147","712182147","712182147","42","4205","Kyanika ","2022-10-19","03","Mwingi central","3","Seller","1","2","1","1","0","","Nyong`o, ivui, minyoo","1","I don`t know","Mathuki","2019-04-01","1","18","3","","No response to treatment","-0.9303879 38.0516484 981.5328369140625 4.502","3d5954af-4ff1-11ed-924d-040300000000"
"1222673","1","2022-10-19T12:51:25","e446c8717dc86fb5","2022-10-19T00:00:00","4","712182147","712182147","712182147","42","4205","Kyanika","2022-10-19","04","Mwingi market","3","Trader","2","2","1","3","1","From villages to market  , markets to markets","Ivui,nyongo","1","Don`t","Waita","2021-05-01","1","8","3","","No response to treatment","-0.9304154 38.0516289 987.146484375 4.094","3589b950-4ff1-11ed-924d-040300000000"
"1222674","1","2022-10-19T12:57:42","e446c8717dc86fb5","2022-10-19T00:00:00","4","712182147","712182147","712182147","42","4205","Kyanika ","2022-10-19","05","Mwingi central","3","Buyer","1","1","1","1","0","","Ivui,","1","Don`t","Thokoa","2020-04-01","1","10","3","Young ones","No response to treatment","-0.930513 38.051696 986.650390625 4.094","2b764f8d-4ff1-11ed-924d-040300000000"
"1222675","1","2022-10-19T12:59:14","e446c8717dc86fb5","2022-10-19T00:00:00","4","712182147","712182147","712182147","42","4205","Kyanika ","2022-10-19","06","Mwingi market","3","Seller","1","3","0","","0","","Ivui,kukoa","1","Don`t know","Heard from nguni","2020-03-01","1","30","3","","No response to treatment","-0.9304717 38.0516671 984.7744140625 3.9","525b2a7b-4ff1-11ed-924d-040300000000"
"1222676","1","2022-10-19T13:00:58","e446c8717dc86fb5","2022-10-19T00:00:00","4","712182147","712182147","712182147","42","4205","Kyanika ","2022-10-19","07","Mwingi central","3","Seller","2","2","0","","0","","Mastitis and ivui","0","","","","","","","","","-0.9305942 38.0516251 987.71484375 4.094","4d7e5c52-4ff1-11ed-924d-040300000000"
"1222677","1","2022-10-19T13:09:18","e446c8717dc86fb5","2022-10-19T00:00:00","4","712182147","712182147","712182147","42","4205","Mwingi central","2022-10-19","07","Mwingi market","3","Seller","1","3","0","","0","","Minyoo  ,ivui","1","Dont know","Nguni","2020-04-01","1","10","3","","No response to treatment","-0.9305211 38.0516703 982.782470703125 4.63","37182bed-4ff1-11ed-924d-040300000000"
"1222678","1","2022-10-19T12:52:24","e446c8717dc86fb5","2022-10-19T00:00:00","4","712182147","712182147","712182147","42","4205","Kyanika ","2022-10-19","09","Mwingi central","3","Seller","2","2","1","1","0","","Ivui,nyongo minyoo  ,kwitua","1","Kwitua","Yes","2020-04-01","1","11","3","","No response to treatment","-0.930496 38.0516879 988.259033203125 4.63","1c405547-4ff1-11ed-924d-040300000000"
"1222679","1","2022-10-19T13:15:14","e446c8717dc86fb5","2022-10-19T00:00:00","4","712182147","712182147","712182147","42","4205","Kyanika ","2022-10-19","10","Mwingi market","3","Seller","2","2","0","","0","","Ivui, unguu,minyoo, makundu, kamosu","1","Kamosu","Kyethani","2019-05-01","1","17","3","Especially young ones","Most of my neighbours lost their flock","-0.9304645 38.0516115 983.126953125 3.977","2827c230-4ff1-11ed-924d-040300000000"
"1222682","1","2022-10-19T12:51:46","collect:23mFqIrN7a4FOuQs","2022-10-19T00:00:00","4","724320204","724320204","724320204","42","4205","Mwingi town","2022-10-19","32","Mwingi","3","Musuani","2","2","1","1","0","","Ivui, nyongo","0","","","","","","","","","-0.9299718 38.0519136 991.4 4.82","3ec32454-4ff1-11ed-924d-040300000000"
"1222683","1","2022-10-19T12:53:37","collect:23mFqIrN7a4FOuQs","2022-10-19T00:00:00","4","724320204","724320204","724320204","42","4205","Kyanika","2022-10-19","23","Mwingi","3","Seller","1","2","1","1","0","","Nyongo, ivui","0","","","","","","","","","-0.9299813 38.0518756 991.4 4.62","501f1481-4ff1-11ed-924d-040300000000"
"1222684","1","2022-10-19T12:57:50","collect:23mFqIrN7a4FOuQs","2022-10-19T00:00:00","4","724320204","724320204","724320204","42","4205","Kyanika","2022-10-19","24","Mwingi","3","Trader","1","2","1","2","1","Visits several markets per week as a trader","Ivui, makundu","0","","","","","","","","","-0.929994 38.0519785 1000.3 4.64","476ebf16-4ff1-11ed-924d-040300000000"
"1222685","1","2022-10-19T13:00:27","collect:23mFqIrN7a4FOuQs","2022-10-19T00:00:00","4","724320204","724320204","724320204","42","4205","Kyanika","2022-10-19","25","Mwingi","3","Trader","1","2","1","3","1","Rotates within local markets as a trader","Minyoo","0","","","","","","","","","-0.9299342 38.0519108 1000.7 4.96","27b6a690-4ff1-11ed-924d-040300000000"
"1222686","1","2022-10-19T13:03:01","collect:23mFqIrN7a4FOuQs","2022-10-19T00:00:00","4","724320204","724320204","724320204","42","4205","Kyanika","2022-10-19","26","Mwingi","3","Selket","1","2","1","2","0","","Ivui, nyongo, muimbo","0","","","","","","","","","-0.9299173 38.051911 998.3 4.92","494f4a2e-4ff1-11ed-924d-040300000000"
"1222687","1","2022-10-19T16:04:33","collect:23mFqIrN7a4FOuQs","2022-10-19T00:00:00","4","724320204","724320204","724320204","42","4205","Kyanika","2022-10-19","27","Mwingi","3","Seller","1","2","0","","0","","Ivui, nyongo, minyoo, muimbo","0","","","","","","","","","-0.9300037 38.0518506 994.5 4.96","28e9b824-4ff1-11ed-924d-040300000000"
"1222688","1","2022-10-19T13:07:19","collect:23mFqIrN7a4FOuQs","2022-10-19T00:00:00","4","724320204","724320204","724320204","42","4205","Kyaniks","2022-10-19","28","Mwingi","3","Seller","1","2","0","","0","","Fleas,","0","","","","","","","","","-0.9300208 38.051939 992.1 4.84","37f45066-4ff1-11ed-924d-040300000000"
"1222689","1","2022-10-19T13:10:32","collect:23mFqIrN7a4FOuQs","2022-10-19T00:00:00","4","724320204","724320204","724320204","42","4205","Kyanika","2022-10-19","29","Mwingi","3","Seller","1","2","1","2","0","","Mavui, nyongo,","0","","","","","","","","","-0.93005 38.0519071 999.7 4.933","2b4fef1f-4ff1-11ed-924d-040300000000"
"1222690","1","2022-10-19T13:12:04","collect:23mFqIrN7a4FOuQs","2022-10-19T00:00:00","4","724320204","724320204","724320204","42","4205","Kyanika","2022-10-19","30","Mwingi","3","Seller","1","2","0","","0","","Kimia, ngai, nyongo, ivui","0","","","","","","","","","-0.930127 38.0519798 1006.1 4.64","409815ae-4ff1-11ed-924d-040300000000"
"1222801","1","2022-10-19T18:23:47","collect:Y2MDqg6DZdSeyrcT","2022-10-19T00:00:00","4","721784806","721784806","721784806","42","4205","Kyanika","2022-10-19","31","Mwingi","3","Seller","1","2","1","4","1","Bangale, balabala,ehlal,mwingi, Borka","Ccpp","1","Beefur","Bangale","2016-10-01","0","","","","I don`t know if animal died","-0.9298433 38.0519886 983.897216796875 4.639","31c4771b-4ff1-11ed-924d-040300000000"
"1222802","1","2022-10-19T18:25:02","collect:Y2MDqg6DZdSeyrcT","2022-10-19T00:00:00","4","721784806","721784806","721784806","42","4205","Kyanika ","2022-10-19","32","Mwingi","3","Seller","1","2","1","5","1","Ehlal, Bangale, mwingi,Borka,Rokaq","Kukohoa, lungs stick onribs ,","0","","","","","","","","Bangale is done  in two consecutive days.","-0.9299094 38.051983 979.7197265625 4.288","4f8ea178-4ff1-11ed-924d-040300000000"
"1222803","1","2022-10-19T18:25:37","collect:Y2MDqg6DZdSeyrcT","2022-10-19T00:00:00","4","721784806","721784806","721784806","42","4205","Kyanika ","2022-10-19","33","Mwingi","3","Seller","1","1","1","1","1","Bangale, Mwingi","Kuhara","0","","","","","","","","Do not know about diseases","-0.9298211 38.0521029 985.0771484375 3.9","237719a9-4ff1-11ed-924d-040300000000"
"1222804","1","2022-10-19T13:01:46","collect:Y2MDqg6DZdSeyrcT","2022-10-19T00:00:00","4","721784806","721784806","721784806","42","4205","Kyanika ","2022-10-19","34","Mwingi ","3","Seller","1","2","1","2","1","Borka,Bangale, Mwingi","Kuhara Kukohoa, ha","0","","","","","","","","","-0.9297728 38.0520787 985.5833740234375 4.288","47ae5cad-4ff1-11ed-924d-040300000000"
"1222806","1","2022-10-19T18:27:19","collect:Y2MDqg6DZdSeyrcT","2022-10-19T00:00:00","4","721784806","721784806","721784806","42","4205","Kyanika ","2022-10-19","36","Mwingi","3","Buyer","2","2","1","2","0","","Minyoo","0","","","","","","","","Buys for slaughter and has no experience with goats disease","-0.9297565 38.0521863 982.3238525390625 3.9","2783d321-4ff1-11ed-924d-040300000000"
"1222807","1","2022-10-19T18:07:08","collect:Y2MDqg6DZdSeyrcT","2022-10-19T00:00:00","4","721784806","721784806","721784806","42","4205","Kyanika ","2022-10-19","37","Mwingi","3","Seller","1","2","1","1","0","","Pneumonia, ivui,heartwater","1","Kamosu","Waita","2019-10-01","0","","","","I had bought the animals also from Mwingi market and came down with the disease ","-0.929939 38.0519486 986.849853515625 4.912","38010608-4ff1-11ed-924d-040300000000"
"1222808","1","2022-10-19T18:09:33","collect:Y2MDqg6DZdSeyrcT","2022-10-19T00:00:00","4","721784806","721784806","721784806","42","4205","Kyanika ","2022-10-19","38","Mwingi","3","Buyer","1","2","1","2","1","Mwingi  Rumuruti,Mau Narok","No idea. I buy the health looking for s.aughter.","0","","","","","","","","Movement of market  to market depend on price of goats. We buy where prices are favourable","-0.9298719 38.0519531 998.7420654296875 4.63","3e1aa05d-4ff1-11ed-924d-040300000000"
"1222809","1","2022-10-19T18:12:17","collect:Y2MDqg6DZdSeyrcT","2022-10-19T00:00:00","4","721784806","721784806","721784806","42","4205","Kyanika ","2022-10-19","39","Mwingi ","3","Buyer","1","2","1","1","1","Mwingi , Rimuruti","Kifafa,minyoo","0","","","","","","","","","-0.9299307 38.0519132 979.0125732421875 4.484","1b642b0a-4ff1-11ed-924d-040300000000"
"1222810","1","2022-10-19T18:14:31","collect:Y2MDqg6DZdSeyrcT","2022-10-19T00:00:00","4","721784806","721784806","721784806","42","4205","Kyanika ","2022-10-19","40","Mwingi","3","Seller","1","2","0","","0","","Nyongo ivui,minyoo, ngai,","0","","","","","","","","","-0.9299385 38.0517993 983.718505859375 4.824","42d53fa7-4ff1-11ed-924d-040300000000"
"1222811","1","2022-10-19T18:29:29","collect:Y2MDqg6DZdSeyrcT","2022-10-19T00:00:00","4","721784806","721784806","721784806","42","4205","Kyanika ","2022-10-19","41","Mwingi ","3","Buyer","1","2","0","","1","Mwingi every week","None","0","","","","","","","","No diseases i encounter, - Goats in the market are  not sick and I slaughter all within one week","-0.9299411 38.0517961 983.045166015625 4.645","37564edf-4ff1-11ed-924d-040300000000"
"1222819","1","2022-10-19T18:43:41","collect:TMqwY9Jho4yzmsIS","2022-10-18T00:00:00","4","717825928","717825928","717825928","41","4105","Entonet","2022-10-18","46","Kimana","2","Trader","1","2","1","3","1","Kimana to illasit to rombo","Eriiri","1","Olodua","Kisanchani","2022-10-01","0","","","","","-2.8156422 37.5296032 1289.529296875 4.716","44b54a9b-4ff1-11ed-924d-040300000000"
"1222820","1","2022-10-19T18:44:12","collect:TMqwY9Jho4yzmsIS","2022-10-18T00:00:00","4","717825928","717825928","717825928","41","4108","Risa","2022-10-18","47","Kimana","2","Seller","1","2","0","","0","","Olkipei","1","Olkipei le nkorotik","Risa","2022-10-01","1","3","3","","","-2.8156463 37.5296126 1294.09814453125 4.561","43d5192c-4ff1-11ed-924d-040300000000"
"1222821","1","2022-10-19T18:41:31","collect:TMqwY9Jho4yzmsIS","2022-10-18T00:00:00","4","717825928","717825928","717825928","41","4105","Imbirikani","2022-10-18","44","Kimana","2","Seller","1","1","0","","0","","Olkipei, oloirobi,drought","1","Olkipei Lenkorotik","Lorngosua","2022-10-01","0","","","","","-2.8156272 37.5295847 1294.7852783203125 4.556","213e342b-4ff1-11ed-924d-040300000000"
"1222822","1","2022-10-19T18:42:08","collect:TMqwY9Jho4yzmsIS","2022-10-18T00:00:00","4","717825928","717825928","717825928","41","4108","Ilmarba","2022-10-18","45","Kimana","2","Seller","1","2","1","1","0","","Olkipei oltikana","0","","","","","","","","","-2.8158474 37.5296951 1284.1004638671875 4.99","29789b68-4ff1-11ed-924d-040300000000"
"1222823","1","2022-10-19T18:37:41","collect:TMqwY9Jho4yzmsIS","2022-10-18T00:00:00","4","717825928","717825928","717825928","41","4108","Namelok","2022-10-18","40","Kimana","2","Seller","1","2","0","","0","","Enkorotik,  eriiri,flukes","0","","","","","","","","","-2.815857 37.5297029 1287.732666015625 4.63","2c355415-4ff1-11ed-924d-040300000000"
"1222824","1","2022-10-19T18:38:41","collect:TMqwY9Jho4yzmsIS","2022-10-18T00:00:00","4","717825928","717825928","717825928","41","4105","Noomayianat","2022-10-18","41","Kimana","2","Buyer","1","1","0","","0","","Eriiri","0","","","","","","","","","-2.8154428 37.5293324 1295.0797119140625 4.288","266d7709-4ff1-11ed-924d-040300000000"
"1222825","1","2022-10-19T18:39:57","collect:TMqwY9Jho4yzmsIS","2022-10-18T00:00:00","4","717825928","717825928","717825928","41","4105","Nkaria ronkena","2022-10-18","42","Kimana","2","Trader","1","2","1","1","1","Kimana to Illasit then rombo","Olkipei","0","","","","","","","","","-2.8154427 37.5293203 1294.772705078125 4.759","2ab7e62b-4ff1-11ed-924d-040300000000"
"1222826","1","2022-10-19T18:36:53","collect:TMqwY9Jho4yzmsIS","2022-10-18T00:00:00","4","717825928","717825928","717825928","41","4105","Paranai","2022-10-18","39","Kimana","2","Seller","1","1","0","","0","","Olodua ,orkipei","1","Olodua","Paranai","2022-10-01","1","7","3","","","-2.8154508 37.5293484 1299.952880859375 4.424","490ab3a9-4ff1-11ed-924d-040300000000"
"1222827","1","2022-10-19T18:40:40","collect:TMqwY9Jho4yzmsIS","2022-10-18T00:00:00","4","717825928","717825928","717825928","41","4105","Kimana","2022-10-18","43","Kimana","2","Seller","1","2","0","","0","","Olkipei","1","Olodua","Risa","2022-08-01","0","","","","","-2.8154531 37.5293977 1291.3795166015625 4.63","3565ff18-4ff1-11ed-924d-040300000000"
"1222830","1","2022-10-19T18:39:35","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","31","Kimana","2","Seller","1","2","0","","0","","Enkorotik","1","Enkorotik","Imbirikani","2022-09-01","1","21","3","Drought experience in the area","","-2.8156325 37.5296324 1337.8 3.9","1afab4da-4ff1-11ed-924d-040300000000"
"1222831","1","2022-10-19T18:40:27","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","32","Kimana","2","Seller","1","2","0","","0","","Olkipei","1","Olkipei","Inkoisuk","2022-09-01","1","14","2","Abortion experience in the hard","","-2.8156317 37.5295783 1289.800048828125 4.8","3be7780e-4ff1-11ed-924d-040300000000"
"1222832","1","2022-10-19T18:43:18","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","33","Kimana","2","Seller","1","2","1","1","0","","Olkipei","1","Enkorotik","Nkama","2022-10-01","1","5","3","","","-2.8161627 37.5301687 1289.800048828125 4.585","284a9ea1-4ff1-11ed-924d-040300000000"
"1222833","1","2022-10-19T18:41:54","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","33","Kimana","2","Trader","1","2","0","","1","Kimana to namelok slaughter house","Olodua","1","Olodua","Namelok","2022-08-01","1","11","3","Buy animal at kimana market and sloughter them in namelok","","-2.815951 37.5298968 1289.800048828125 4.857","26adb097-4ff1-11ed-924d-040300000000"
"1222834","1","2022-10-19T18:44:01","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","35","Kimana","2","Seller","1","2","0","","0","","Olkipei","1","Enkorotik","Inkoroshoni","2022-09-01","1","17","3","Abortion experience in the area","","-2.8156545 37.5295412 1289.800048828125 3.216","50f16cfa-4ff1-11ed-924d-040300000000"
"1222835","1","2022-10-19T18:45:56","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","36","Kimana","2","Animal health officer","1","1","1","1","0","","PPR and CCPP","1","PPR -olodua","Kimana","2022-10-01","1","153","3","Most of the information are from the kap ","","-2.8156185 37.5295584 1324.3 4.6","1eb26781-4ff1-11ed-924d-040300000000"
"1222836","1","2022-10-19T18:46:42","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","37","Kimana","2","Seller","1","2","0","","0","","Enkinyoot, CCPP","1","Enkorotik","Kimana 7","","1","7","3","Heavy abortion experience in the month of August and July","","-2.815695 37.5297933 1289.800048828125 3.9","333d9783-4ff1-11ed-924d-040300000000"
"1222837","1","2022-10-19T18:47:30","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","38","Kimana","2","Seller","1","2","0","","0","","Olodua","1","Enkorotik","Lemong","2022-10-01","1","13","3","Mostly lactacting Goats and sheep","","-2.81618 37.5301417 1322.4 3.9","4c9f4ef9-4ff1-11ed-924d-040300000000"
"1222838","1","2022-10-19T18:27:29","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","27","Kimana","2","Seller","1","2","0","","0","","Olkipei","1","Enkorotik","Seneti","2022-09-01","1","19","3","Abortion experience","","-2.8161817 37.5301383 1326.2 3.9","3fe51979-4ff1-11ed-924d-040300000000"
"1222839","1","2022-10-19T18:30:01","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","29","Kimana","2","Seller","1","2","1","1","0","","Olodua","1","Enkorotik","Olnchoro","","1","11","3","","","-2.8161267 37.53016 1320.4 4.1","4a945528-4ff1-11ed-924d-040300000000"
"1222840","1","2022-10-19T18:36:15","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","28","Kimana","2","Seller","1","2","0","","0","","Olmilo","1","Olkipei","Esambu","2022-08-01","1","6","3","Drought experience in the area","","-2.8159237 37.5295496 1312.4 4.933","4fe8cb69-4ff1-11ed-924d-040300000000"
"1222841","1","2022-10-19T18:33:49","collect:x1vDzW65ivLZED5z","2022-10-18T00:00:00","4","722498772","722498772","722498772","41","4105","Kimana","2022-10-18","30","Kimana","2","Trader","1","1","1","1","1","Kimana to karambo market","Olodua","1","Enkinyoot","","2022-09-01","1","19","3","Abortion experience in the area","","-2.8158449 37.5294582 1319.9 3.6","4ffc8bb3-4ff1-11ed-924d-040300000000"
"1222842","1","2022-10-19T18:58:21","352232112842391","2022-10-18T00:00:00","4","713182862","713182862","713182862","41","4105","Esiteti","2022-10-18","25","Kimana","2","Seller","1","2","1","1","0","","Emaciation because of the drought ,ormillo/coenurosis, Orkipei/CCPP, enariri","1","Orkipei lenkorotik","Esiteti","2022-10-01","1","50","3","","","-2.8156513 37.529429 1298.813232421875 4.873","364236bf-4ff1-11ed-924d-040300000000"
"1222843","1","2022-10-19T18:57:22","352232112842391","2022-10-18T00:00:00","4","713182862","713182862","713182862","41","4105","Esiteti","2022-10-18","24","Kimana","2","Sellers","1","1","1","1","0","","Olodua,ormillo/coenurosis","1","Orkipei lenkorotik","Esiteti","2022-10-01","1","30","3","","","-2.815601 37.5295151 1306.5181884765625 4.288","3223b1eb-4ff1-11ed-924d-040300000000"
"1222844","1","2022-10-19T18:58:54","352232112842391","2022-10-18T00:00:00","4","713182862","713182862","713182862","41","4105","Entonet","2022-10-18","26","Kimana","2","Seller","1","2","0","","0","","Orkipei, eririi","0","","","","","","","","","-2.8157334 37.5294951 1298.042236328125 4.898","514ad176-4ff1-11ed-924d-040300000000"
"1222845","1","2022-10-19T18:56:11","352232112842391","2022-10-18T00:00:00","4","713182862","713182862","713182862","41","4105","Noomayianat","2022-10-18","23","Kimana","2","Seller","1","2","1","2","0","","Ormillo/coenurosis, orkipei, enaririi, drought","1","Orkipei  le nkorotik","Noomayianat","2022-10-01","1","50","3","","","-2.815743 37.5295024 1298.2001953125 4.898","2295cfb8-4ff1-11ed-924d-040300000000"
"1222846","1","2022-10-19T18:50:17","352232112842391","2022-10-18T00:00:00","4","713182862","713182862","713182862","41","4105","Enkusero","2022-10-18","16","Kimana","2","Seller","1","1","1","2","0","","Orkipei, ormillo/coenurosis, olodua","1","Olodua","enkusero","2022-09-01","1","2","","","","-2.815912 37.5296827 1302.8424072265625 4.094","3f87d18e-4ff1-11ed-924d-040300000000"
"1222847","1","2022-10-19T18:51:29","352232112842391","2022-10-18T00:00:00","4","713182862","713182862","713182862","41","4105","Ildonyio","2022-10-18","17","Kimana","2","Seller","1","2","1","1","0","","Ormillo/coenurosis, orkipei","0","","","","","","","","","-2.815912 37.5296586 1304.053466796875 4.63","2838fc4f-4ff1-11ed-924d-040300000000"
"1222848","1","2022-10-19T18:55:19","352232112842391","2022-10-18T00:00:00","4","713182862","713182862","713182862","41","4105","Ildonyio","2022-10-18","22","Kimana","2","Seller","1","2","0","","0","","Olodua","1","Olodua","Ildonyio","2022-10-01","1","5","2","","","-2.8158784 37.5297301 1294.92333984375 4.912","3eb33a2d-4ff1-11ed-924d-040300000000"
"1222849","1","2022-10-19T18:52:12","352232112842391","2022-10-18T00:00:00","4","713182862","713182862","713182862","41","4105","Enkorika","2022-10-18","18","Kimana","2","Seller","2","2","0","","0","","Orkipei, eririi,olodua","1","Olodua","Enkiroka","2022-07-01","1","5","3","","","-2.815807 37.5295887 1270.1568603515625 4.63","41a4788d-4ff1-11ed-924d-040300000000"
"1222850","1","2022-10-19T18:52:51","352232112842391","2022-10-18T00:00:00","4","713182862","713182862","713182862","41","4105","Kitirua","2022-10-18","19","Kimana","2","Seller","1","2","0","","0","","Enkiwalata oo rngoso,enkorotik","1","Enkorotik","Kitirua","2022-10-01","1","10","1","","","-2.8156946 37.5296404 1292.1728515625 3.9","3478ad8b-4ff1-11ed-924d-040300000000"
